subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,name,list,tType_study,trial_test,item_test,pair_test,tType_test,name_test,roboBCFS_1,roboBCFS_2,gonogo_answer,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
2,1147256636,1,119464.585254619,119519.514816647,119464.693269913,119519.623133487,Return,OK,0,0,f,f,0.104293813725235,0.103927370611927,28,137,candle,1,Not Studied,9,2,187,Binocular,backpack,f,f,go,0,0,119572.819270802,119572.835937927,119575.20280815,119577.219615029,Return,EMPTY,10,0,0,,,0,0,NaN,NaN,backp,0.00563640211476013,2,Return,2.00536655026372,2
2,1147256636,2,119466.593720843,119521.123283958,119473.202614967,119524.831922749,Return,OK,4,0,j,j,6.60466735024238,3.70442831705441,124,100,magnifying glass,1,CFS,10,62,123,CFS,watering pot,j,j,go,1,0,119578.503068433,119578.519740689,119580.378230563,119582.395084229,Return,EMPTY,5,0.338760051048576,0.385271011840559,2@,2@,6.53705629511452,3.63439306132252,2.57550413122065,2.4969231835121,watering po,0.00549755216343328,2,Return,2.0052023451135,2
2,1147256636,3,119474.836094586,119526.465062789,119474.944414444,119526.573435471,OK,OK,0,0,f,f,0.103866095538251,0.10389114888676,135,117,earring,1,Not Studied,12,122,32,Binocular,lure,f,f,nogo,0,0,119583.670145663,119583.686841764,119585.245282951,119589.75400167,Return,EMPTY,2,0,0,,,0,0,NaN,NaN,lure,0.00539945166383404,2,NO RESPONSE,NaN,2
2,1147256636,4,119476.452870858,119528.065529023,119476.561203394,119528.173865785,Return,OK,0,0,f,f,0.104057768825442,0.104010378738167,62,123,watering pot,1,Not Studied,2,19,189,CFS,necklace,f,f,go,0,0,119591.029127096,119591.045787881,119593.204311955,119595.221131512,Return,EMPTY,8,0,0,,,0,0,NaN,NaN,neckla,0.00538134080125019,2,Return,2.00523977422563,2
2,1147256636,5,119478.361420664,119530.374039106,119480.869878286,119534.582757735,Return,OK,3,7,j,j,2.50429816033284,4.2044665007852,2,187,backpack,1,CFS,1,90,57,Binocular,speakers,j,j,go,1,0,119596.504581595,119596.521260492,119598.679740194,119600.696608047,Return,EMPTY,8,0.363121136219536,0.410118857285952,2@,2@,2.44013136069651,4.11549672564125,2.53271176339688,2.45982971183466,speakr,0.0053508541896008,2,Return,2.0052427927003,2
2,1147256636,6,119483.203446256,119536.816262588,119487.212122264,119540.925002619,Return,OK,7,6,NO RESPONSE,NO RESPONSE,NaN,NaN,50,80,dresser,1,Binocular,8,145,15,Binocular,router,z,z,go,1,1,119601.971708117,119601.988368299,119603.74682826,119605.763652647,Return,EMPTY,4,1,1,,,0,0,NaN,NaN,route,0.00537107797572389,2,Return,2.00521441902674,2
2,1147256636,7,119488.887267128,119543.191776823,119493.295904621,119547.00045096,Return,OK,3,9,NO RESPONSE,NO RESPONSE,NaN,NaN,90,57,speakers,1,Binocular,5,74,58,Not Studied,wheel,z,z,go,1,1,119607.047116917,119607.063805774,119608.630574335,119610.647392081,Return,EMPTY,2,1,1,,,0,0,NaN,NaN,whel,0.00539009437488858,2,Return,2.00526844976412,2
2,1147256636,8,119495.671139043,119548.575569836,119498.779761655,119550.384025737,OK,OK,10,2,j,j,3.10432580958877,1.80419652820274,29,86,candlestick,1,CFS,11,50,80,CFS,dresser,j,j,nogo,1,0,119611.922531693,119611.939210288,119614.197741938,119618.006379249,Return,EMPTY,9,0.340000474604926,0.436569251078621,2@,2@,3.09887395121295,1.73178312737461,2.5732296063731,2.42342526297615,dres,0.00537651123886462,2,NO RESPONSE,NaN,2
2,1147256636,9,119501.10494671,119552.817599472,119505.113619097,119556.726230173,Return,OK,7,8,NO RESPONSE,NO RESPONSE,NaN,NaN,145,15,router,1,Binocular,6,28,137,Not Studied,candle,z,z,go,1,1,119619.281504071,119619.298140709,119621.356655093,119623.37348763,Return,EMPTY,7,1,1,,,0,0,NaN,NaN,candle,0.00546495261369273,2,Return,2.00520928761398,2
2,1147256636,10,119506.48037341,119558.093049383,119506.588705342,119558.201386749,Return,OK,0,0,f,f,0.104030904374667,0.103855832712725,19,189,necklace,1,Not Studied,4,124,100,CFS,magnifying glass,f,f,go,0,0,119624.648607622,119624.665275652,119627.023796465,119629.040660093,Return,EMPTY,10,0,0,,,0,0,NaN,NaN,magnify ls,0.00548245977552142,2,Return,2.00529652160185,2
