subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,name,list,tType,swap,trial_test,item_test,pair_test,tType_test,swap_test,name_test,roboBCFS_1,roboBCFS_2,mm_answer,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_cue,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,meanRoboRT_cue,response_noise,rt_noise,RoboRT_noise,meanRoboRT_noise
9,937099244,1,263814.720028748,263906.218122294,263818.428664052,263910.426747336,OK,OK,9,4,NO RESPONSE,NO RESPONSE,NaN,NaN,18,39,box,1,BINOCULAR,mismatch,10,20,71,NOT STUDIED,match,briefcase,z,z,p,1,1,264051.578255142,264054.586481024,264058.570406567,264063.579090951,OK,OK,8,8,1,1,,,0,0,NaN,NaN,NO RESPONSE,2.99495224509155,2,NaN,p,4.99428546935087,2,NaN
9,937099244,2,263823.379009031,263913.585301715,263827.187613305,263918.093948972,OK,OK,8,1,NO RESPONSE,NO RESPONSE,NaN,NaN,48,65,door,1,BINOCULAR,mismatch,12,164,54,CFS,match,monitor,z,z,p,1,1,264066.587632261,264068.470801018,264072.146355613,264076.154991702,OK,OK,5,2,1,1,,,0,0,NaN,NaN, ,1.872772609815,2,NaN,p,3.92971175612183,2,NaN
9,937099244,3,263834.271437489,263926.511204489,263838.580072552,263930.319800311,OK,OK,3,8,NO RESPONSE,NO RESPONSE,NaN,NaN,152,158,key ring,1,BINOCULAR,match,6,43,44,BINOCULAR,match,crayon,z,z,p,1,1,264078.205110358,264080.079932797,264082.472078125,264086.380679743,OK,OK,9,2,1,1,,,0,0,NaN,NaN,NO RESPONSE,1.86261552368524,2,NaN,q,3.8273597190273,2,NaN
9,937099244,4,263840.771894784,263932.669958689,263843.580417862,263933.97839212,OK,OK,0,0,f,f,2.74168643250596,1.25443002901739,5,49,basket,1,NOT STUDIED,match,11,130,160,NOT STUDIED,mismatch,mop,f,f,q,0,0,264088.172473059,264089.922260409,264092.372764158,264095.881343802,OK,OK,4,3,0,0,,,0,0,NaN,NaN,NO RESPONSE,1.73469781386666,2,NaN,p,3.41411240346497,2,NaN
9,937099244,5,263847.655707679,263936.620243299,263850.164211258,263939.528776097,OK,OK,10,1,j,j,2.43352315365337,2.81580841052346,92,94,sock,1,CFS,match,5,92,94,CFS,match,sock,j,j,p,0,1,264098.0898309,264099.697965685,264105.848702881,264108.957253608,OK,OK,7,4,1,1,2@,3#,3.64904797662003,2.1844196225652,2,2, ,1.58473152993247,2,NaN,p,3.05742843705229,2,NaN
9,937099244,6,263855.631257323,263944.887485444,263859.439859183,263948.696084285,OK,OK,8,8,NO RESPONSE,NO RESPONSE,NaN,NaN,43,44,crayon,1,BINOCULAR,match,9,36,46,NOT STUDIED,mismatch,table,z,z,q,1,1,264111.099072491,264113.215575024,264116.824467138,264120.133032776,OK,OK,3,3,1,1,,,0,0,NaN,NaN,NO RESPONSE,2.10266354115447,2,NaN,q,3.24896029470256,2,NaN
9,937099244,7,263862.015036713,263953.438081316,263865.223592632,263964.547187438,OK,OK,4,10,j,j,3.12936505686957,11.0044778714655,72,89,blanket,1,CFS,mismatch,2,48,65,BINOCULAR,mismatch,door,j,j,q,0,1,264122.90791643,264125.058095816,264127.400200365,264130.708767512,OK,OK,4,10,1,1,3#,2@,3.766235427512,2.61012296564653,2,2, ,2.14115935063455,2,NaN,q,3.2166372166248,2,NaN
9,937099244,8,263869.982285619,263971.330989406,263872.790788474,263973.43947252,OK,OK,6,10,j,j,2.70572008460294,2.03907384275226,116,136,puzzle piece,1,CFS,mismatch,8,116,136,CFS,mismatch,puzzle piece,j,j,q,0,1,264133.225317677,264135.483793637,264138.092615421,264140.601126244,OK,OK,9,1,1,1,3#,2@,1.94529221865962,1.65491087948654,2,2, ,2.24715375201777,2,NaN,p,2.48365599563112,2,NaN
9,937099244,9,263877.874478034,263978.98150867,263880.282980949,263982.890135945,OK,OK,0,0,f,f,2.38903873815434,3.83602991647786,36,46,table,1,NOT STUDIED,mismatch,4,5,49,NOT STUDIED,match,basket,f,f,p,0,0,264143.117968897,264144.826111892,264147.326588807,264152.035257616,OK,OK,9,7,0,0,,,0,0,NaN,NaN,NO RESPONSE,1.69796417577891,2,NaN,q,4.67305561975809,2,NaN
9,937099244,10,263883.416526258,263986.190364321,263885.32499748,263987.398789541,OK,OK,0,0,f,f,1.85471412556944,1.13889611640479,20,71,briefcase,1,NOT STUDIED,match,7,72,89,CFS,mismatch,blanket,f,f,q,0,0,264154.493746374,264156.793610725,264159.427435241,264161.735931153,OK,OK,10,0,0,0,,,0,0,NaN,NaN,NO RESPONSE,2.28947514574975,2,NaN,p,2.25161139987176,2,NaN
9,937099244,11,263888.19187415,263990.098969863,263889.30028633,263991.107375041,OK,OK,0,0,f,f,1.09500543016475,0.934048967726994,130,160,mop,1,NOT STUDIED,mismatch,1,18,39,BINOCULAR,mismatch,box,f,f,q,0,0,264163.711070892,264166.44428393,264169.136448757,264173.245066795,OK,OK,10,7,0,0,,,0,0,NaN,NaN,NO RESPONSE,2.71961250336608,2,NaN,p,4.03791777620791,2,NaN
9,937099244,12,263892.733849026,263994.782628092,263901.242772169,263998.691235446,OK,OK,5,9,j,j,8.44844033638947,3.8659264621092,164,54,monitor,1,CFS,match,3,152,158,BINOCULAR,match,key ring,j,j,p,0,1,264175.261884093,264177.103352955,264180.89560749,264185.904283121,OK,OK,2,3,1,1,3#,2@,1.85137064354867,3.05919348419226,2,2,NO RESPONSE,1.83214728347957,2,NaN,p,4.91000580147374,2,NaN
9,937099244,13,264195.654972384,264299.770549762,264203.063805216,264307.479412356,OK,OK,2,0,f,j,7.31765540037304,7.67589688731823,105,106,rock,2,CFS,match,16,68,73,NOT STUDIED,mismatch,vase,j,j,q,0,1,264419.320535908,264423.337182663,264427.52943261,264431.238016902,OK,OK,7,10,1,1,,2@,3.43167850628456,2.50995173103058,2,2, ,4.0070773610496,2,NaN,p,3.6617901584832,2,NaN
9,937099244,14,264207.089108283,264310.854639872,264211.297744191,264317.263429539,OK,OK,0,0,f,j,4.17102601361694,6.3672751057893,58,74,cd,2,NOT STUDIED,match,22,115,118,BINOCULAR,mismatch,pot,f,f,q,0,0,264433.61321212,264434.996315981,264439.396930175,264441.005386727,OK,OK,2,3,0,0,,,0,0,NaN,NaN,NO RESPONSE,1.36971854150761,2,NaN,p,1.5137448165915,2,NaN
9,937099244,15,264215.147987086,264322.90548869,264218.856571982,264327.214118923,OK,OK,9,3,NO RESPONSE,NO RESPONSE,NaN,NaN,24,27,button,2,BINOCULAR,mismatch,14,58,74,NOT STUDIED,match,cd,z,z,p,1,1,264442.94720579,264445.07202657,264447.130802443,264449.539315017,OK,OK,9,1,1,1,,,0,0,NaN,NaN, ,2.11512611992657,2,NaN,p,2.35539176769089,2,NaN
9,937099244,16,264221.406446746,264335.848082891,264233.015907536,264337.256490122,OK,OK,0,0,f,f,11.5803635301418,1.36461524717743,68,73,vase,2,NOT STUDIED,mismatch,19,3,6,BINOCULAR,match,balloon,f,f,p,0,0,264451.439431167,264452.355883473,264454.514647635,264456.523144875,OK,OK,8,0,0,0,,,0,0,NaN,NaN,NO RESPONSE,0.902492274239194,2,NaN,p,1.90711140923668,2,NaN
