subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,name,list,tType_study,trial_test,item_test,pair_test,tType_test,name_test,roboBCFS_1,roboBCFS_2,gonogo_answer,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
10,1385527538,1,1103464.813,1103576.693,1103468.425,1103581.506,OK,OK,5,8,j,j,3.515598386,4.797408887,184,181,mailbox,1,CFS,12,141,155,Not Studied,purse,j,j,go,0,1,1103779.21,1103792.978,1103799.072,1103802.685,Return,Return,2,1,0.898397321,2@,2@,2.462869687,2.007801603,2,2.048997528,clothspin,13.75742686,2,Return,3.574600378,2
10,1385527538,2,1103477.351,1103595.055,1103480.063,1103597.766,OK,OK,12,12,NO RESPONSE,NO RESPONSE,NaN,NaN,50,80,dresser,1,Binocular,2,50,80,Binocular,dresser,z,z,go,1,1,1103805.336,1103810.209,1103815.493,1103816.803,Return,Return,10,1,1,,,0,0,NaN,NaN,dresser,4.862231994,2,Return,1.209570415,2
10,1385527538,3,1103485.706,1103604.551,1103492.52,1103609.664,OK,OK,0,0,f,f,6.797120321,5.050614877,153,8,knife,1,Not Studied,11,172,170,Not Studied,paint brush,f,f,go,0,0,1103820.536,1103833.474,1103837.186,1103840.098,Return,OK,10,0,0,,,0,0,NaN,NaN,hanger,12.90942846,2,NO RESPONSE,NaN,2
10,1385527538,4,1103497.984,1103615.387,1103501.396,1103618.399,OK,OK,5,9,NO RESPONSE,NO RESPONSE,NaN,NaN,53,23,floss,1,Binocular,4,53,23,CFS,floss,z,z,go,1,1,1103843.52,1103847.713,1103850.765,1103852.776,Return,Return,5,1,1,,,0,0,NaN,NaN,icebox,4.164319959,2,Return,1.967620593,2
10,1385527538,5,1103506.229,1103620.411,1103508.54,1103623.623,OK,OK,9,6,j,j,2.233464607,3.18999565,8,153,bed,1,CFS,5,8,153,Binocular,bed,j,j,go,0,1,1103855.788,1103861.211,1103864.573,1103865.984,Return,Return,8,1,1,3,3,3.291222327,1.818961525,2,2,window,5.407965254,2,Return,1.398165194,2
10,1385527538,6,1103514.194,1103628.295,1103520.308,1103633.809,OK,OK,0,0,f,f,6.099853635,5.416474617,61,121,glass,1,Not Studied,9,143,128,CFS,high heel,f,f,go,0,0,1103868.716,1103877.181,1103880.994,1103882.004,Return,Return,4,0,0,,,0,0,NaN,NaN,high heeled shoe,8.454994795,2,Return,0.905109934,2
10,1385527538,7,1103523.92,1103636.721,1103525.731,1103638.232,OK,OK,3,0,j,j,1.733530862,1.494929729,143,128,high heel,1,CFS,6,56,99,Not Studied,clothes pin,j,j,go,0,1,1103885.056,1103898.715,1103901.296,1103903.408,Return,Return,2,0.964915944,1,3,3,1.639194586,4.638969769,2.016157834,2,clothspin,13.64162002,2,Return,2.009269111,2
10,1385527538,8,1103531.795,1103643.525,1103537.108,1103647.538,OK,OK,0,0,f,f,5.289985418,3.962190369,141,155,purse,1,Not Studied,1,32,122,CFS,chain,f,f,nogo,0,0,1103905.689,1103910.022,1103912.663,1103916.076,Return,OK,5,0,0,,,0,0,NaN,NaN,necklace,4.304086794,2,NO RESPONSE,NaN,2
10,1385527538,9,1103541.231,1103651.52,1103543.142,1103653.131,OK,OK,6,6,j,j,1.885758536,1.526853347,32,122,chain,1,CFS,8,61,121,Binocular,glass,j,j,go,0,1,1103918.587,1103926.672,1103928.834,1103929.744,Return,Return,0,0.93106278,0.969233234,2,2,2.182184382,1.935462133,2.032489718,2.014128624,high heeled shoe,8.069150685,2,Return,0.878649139,2
10,1385527538,10,1103549.376,1103659.125,1103555.59,1103666.439,OK,OK,0,0,f,f,6.131999412,7.249420228,85,25,foot stool,1,Not Studied,10,85,25,Binocular,foot stool,f,f,nogo,0,0,1103932.276,1103939.01,1103942.522,1103945.334,Return,OK,11,0,0,,,0,0,NaN,NaN,wine glass,6.715917498,2,NO RESPONSE,NaN,2
10,1385527538,11,1103561.894,1103672.223,1103564.906,1103674.935,OK,OK,9,12,NO RESPONSE,NO RESPONSE,NaN,NaN,172,170,paint brush,1,Binocular,3,153,8,CFS,knife,z,z,go,1,1,1103947.475,1103965.377,1103968.448,1103971.06,Return,Return,4,1,1,,,0,0,NaN,NaN,handbag,17.89098441,2,Return,2.597602914,2
10,1385527538,12,1103570.459,1103679.448,1103573.471,1103683.26,OK,OK,9,1,NO RESPONSE,NO RESPONSE,NaN,NaN,56,99,clothes pin,1,Binocular,7,184,181,Not Studied,mailbox,z,z,nogo,1,1,1103974.042,1103997.957,1104000.489,1104003.901,Return,OK,5,1,1,,,0,0,NaN,NaN,dresser,23.89868181,2,NO RESPONSE,NaN,2
10,1385527538,13,1104015.048,1104119.393,1104018.06,1104121.304,OK,OK,10,3,j,j,2.908028491,1.845162256,155,141,lamp,2,CFS,14,161,163,Not Studied,pen,j,j,go,0,1,1104230.523,1104233.014,1104236.967,1104238.077,Return,Return,9,0.939413063,0.829029118,2,2,1.198838918,2.322839026,2.028390328,2.086793174,pen,2.461654139,2,Return,1.097342571,2
10,1385527538,14,1104024.113,1104125.347,1104029.126,1104131.06,OK,OK,0,0,f,f,4.921762218,5.650964597,16,13,book,2,Not Studied,17,155,141,Binocular,lamp,f,f,go,0,0,1104240.109,1104257.86,1104260.992,1104262.102,Return,Return,7,0,0,,,0,0,NaN,NaN,dress,17.73828917,2,Return,1.015147879,2
10,1385527538,15,1104034.17,1104134.122,1104038.082,1104137.835,OK,OK,0,2,NO RESPONSE,NO RESPONSE,NaN,NaN,110,102,lazy chair,2,Binocular,20,177,179,Not Studied,paper towel,z,z,go,1,1,1104264.874,1104284.776,1104286.948,1104288.459,Return,Return,4,1,1,,,0,0,NaN,NaN,mirror,19.88340655,2,Return,1.497473391,2
10,1385527538,16,1104042.585,1104143.298,1104045.597,1104146.61,OK,OK,9,6,NO RESPONSE,NO RESPONSE,NaN,NaN,161,163,pen,2,Binocular,13,69,30,CFS,umbrella,z,z,go,1,1,1104291.521,1104298.115,1104299.966,1104300.877,Return,Return,0,1,1,,,0,0,NaN,NaN,umbrella,6.571977329,2,Return,0.822681311,2
10,1385527538,17,1104048.258,1104151.763,1104052.071,1104154.675,OK,OK,1,10,NO RESPONSE,NO RESPONSE,NaN,NaN,147,146,hole punch,2,Binocular,23,16,13,Binocular,book,z,z,go,1,1,1104303.568,1104307.571,1104309.972,1104311.283,Return,Return,6,1,1,,,0,0,NaN,NaN,book,3.980265257,2,Return,1.231795394,2
