subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,name,list,tType,swap,trial_test,item_test,pair_test,tType_test,swap_test,name_test,roboBCFS_1,roboBCFS_2,mm_answer,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_cue,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,meanRoboRT_cue,response_noise,rt_noise,RoboRT_noise,meanRoboRT_noise
1,928036652,1,173196.293154335,173292.683171655,173198.601661717,173298.091927214,OK,OK,0,0,f,f,2.27600319712656,5.32812338703661,137,28,flask,1,NOT STUDIED,mismatch,2,48,65,CFS,match,door,f,f,p,0,0,173436.917924103,173445.143489594,173448.260715047,173452.869342443,OK,OK,2,10,0,0,,,0,0,NaN,NaN,door,8.21265950248926,2,NaN,p,4.54947210318642,2,NaN
1,928036652,2,173201.635195194,173300.883758864,173207.443951297,173310.092772682,OK,OK,8,4,f,j,5.78143550266395,9.11884334182832,48,65,door,1,CFS,match,8,4,34,BINOCULAR,mismatch,bandana,j,j,q,0,1,173455.08619246,173463.103096689,173467.045347692,173471.454003341,OK,OK,6,3,0.399258109379689,0.399258109379689,,3#,3.46482431909962,2.29201389999916,2.47567332099695,2.47567332099695,bandana ,7.99533166433685,2,NaN,p,4.37179704662412,2,NaN
1,928036652,3,173210.760840916,173316.309853913,173215.869567317,173324.51875635,OK,OK,5,7,j,j,5.06329539945,8.18789824683336,82,91,lamp,1,CFS,mismatch,5,59,79,NOT STUDIED,match,keys,j,j,p,0,1,173477.154396162,173485.738003621,173488.446837841,173494.755564966,OK,OK,9,8,0.399258109379689,0.399258109379689,3#,3#,2.74258475089448,1.5067842162266,2.47567332099695,2.47567332099695,hat,8.5738255661563,2,NaN,q,6.23296824167483,2,NaN
1,928036652,4,173219.91147307,173328.702390432,173222.920023133,173331.610899082,OK,OK,0,0,f,f,2.91223704011645,2.8429494125885,174,131,paint tray,1,NOT STUDIED,mismatch,6,178,84,BINOCULAR,match,bottle cap,f,f,p,0,0,173499.08091319,173511.939792174,173513.931944202,173522.040829374,OK,OK,4,6,0,0,,,0,0,NaN,NaN,bottle cap,12.8377893712895,2,NaN,q,8.06617017177632,2,NaN
1,928036652,5,173225.145175097,173334.019426446,173227.953740132,173334.52776884,OK,OK,0,0,f,f,2.72619242381188,0.493650085525587,59,79,keys,1,NOT STUDIED,match,11,25,85,BINOCULAR,match,calculator,f,f,p,0,0,173525.374376916,173530.991144772,173540.033743259,173542.742286802,OK,OK,3,4,0,0,,,0,0,NaN,NaN,calculator ,5.60719151888043,2,NaN,q,2.6352232657373,2,NaN
1,928036652,6,173232.562324062,173337.277958248,173237.071010559,173341.586632852,OK,OK,1,3,NO RESPONSE,NO RESPONSE,NaN,NaN,178,84,bottle cap,1,BINOCULAR,match,12,92,94,CFS,mismatch,sock,z,z,q,1,1,173544.725777991,173574.05247033,173575.894591782,173582.303354585,OK,OK,7,2,1,1,,,0,0,NaN,NaN,waterbottle,29.3172439855989,2,NaN,q,6.30799967882922,2,NaN
1,928036652,7,173242.504689465,173344.403456669,173248.213450337,173349.312151256,OK,OK,8,8,j,j,5.65348670282401,4.86083282672917,122,32,lure,1,CFS,match,10,63,77,BINOCULAR,mismatch,water bottle,j,j,q,0,1,173586.203643994,173591.103666572,173593.704134492,173605.613343423,OK,OK,5,2,0.399258109379689,0.399258109379689,1!,3#,2.79535630267438,3.79573586359225,2.47567332099695,2.47567332099695,waterbottle,4.88638763304334,2,NaN,NO RESPONSE,NaN,2,NaN
1,928036652,8,173254.138802846,173356.737666158,173257.847458676,173360.746290475,OK,OK,9,6,NO RESPONSE,NO RESPONSE,NaN,NaN,4,34,bandana,1,BINOCULAR,mismatch,1,137,28,NOT STUDIED,mismatch,flask,z,z,q,1,1,173607.980130144,173622.089153258,173623.905944174,173629.214971937,OK,OK,7,10,1,1,,,0,0,NaN,NaN,bottle cap,14.0920787405048,2,NaN,q,5.2139782635204,2,NaN
1,928036652,9,173260.114251977,173365.154928617,173263.922897302,173367.063388971,OK,OK,0,0,f,f,3.77094910349115,1.86826274284977,176,154,paper clip,1,NOT STUDIED,match,7,122,32,CFS,match,lure,f,f,p,0,0,173631.223151335,173640.323763235,173643.640996354,173647.849603889,OK,OK,7,9,0,0,,,0,0,NaN,NaN,fishing lure,9.08802345214644,2,NaN,p,4.19777461711783,2,NaN
1,928036652,10,173266.539696247,173369.64688354,173270.848364211,173373.355517637,OK,OK,3,9,NO RESPONSE,NO RESPONSE,NaN,NaN,63,77,water bottle,1,BINOCULAR,mismatch,9,176,154,NOT STUDIED,match,paper clip,z,z,p,1,1,173649.583043914,173656.658238348,173658.867075888,173662.275609289,OK,OK,6,0,1,1,,,0,0,NaN,NaN,hook ,7.05516097697546,2,NaN,p,3.3068855687452,2,NaN
