subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,name,list,tType,swap,trial_test,item_test,pair_test,tType_test,swap_test,name_test,roboBCFS_1,roboBCFS_2,mm_answer,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_cue,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,meanRoboRT_cue,response_noise,rt_noise,RoboRT_noise,meanRoboRT_noise
12,945464051,1,82349.2478099182,82435.6889440941,82356.6568129337,82437.797493729,OK,OK,4,3,j,j,7.39651754207443,2.07241381391941,48,65,door,1,CFS,match,8,61,121,CFS,mismatch,glass,j,j,q,0,1,82562.558780702,82572.2426853895,82582.3605718874,82589.5695613196,OK,OK,2,0,0.714401947178669,0.634049846352916,3#,3#,4.48757015810934,1.57979523927901,2.15923717770922,2.21970612693823,NO RESPONSE,9.66935907922743,2,NaN,q,7.13099559598777,2,NaN
12,945464051,2,82362.265674381,82441.9978794949,82364.3741361772,82444.0063485356,OK,OK,0,0,f,f,2.0264095698949,1.93119723262498,142,9,headphones,1,NOT STUDIED,mismatch,7,139,14,CFS,mismatch,bobby pin,f,f,q,0,0,82592.0781628729,82605.2956780938,82608.3795930441,82612.1882803232,OK,OK,0,10,0,0,,,0,0,NaN,NaN,tweezer,13.1967089157843,2,NaN,q,3.75102523778332,2,NaN
12,945464051,3,82366.7493922225,82446.3649372602,82369.4579723444,82448.6734775377,OK,OK,0,0,f,f,2.68653924520186,2.24401594980736,57,90,computer drive,1,NOT STUDIED,match,5,41,42,CFS,match,cooler,f,f,p,0,0,82614.4218084512,82620.5887276668,82623.0225869256,82633.4318613054,OK,OK,10,6,0,0,,,0,0,NaN,NaN,NO RESPONSE,6.1564802936482,2,NaN,p,10.3873340195423,2,NaN
12,945464051,4,82372.3915732186,82451.1653812834,82376.7002976253,82455.4740945217,OK,OK,3,3,NO RESPONSE,NO RESPONSE,NaN,NaN,100,124,satellite,1,BINOCULAR,mismatch,6,26,52,NOT STUDIED,mismatch,camera,z,z,q,1,1,82635.7570743369,82641.3572681254,82643.4744467821,82647.9831859796,OK,OK,3,10,1,1,,,0,0,NaN,NaN,NO RESPONSE,5.58843668217014,2,NaN,q,4.47093745943857,2,NaN
12,945464051,5,82381.2507037662,82458.67438611,82383.4592521937,82459.8828264748,OK,OK,4,4,j,j,2.1206840553059,1.19803404278355,41,42,cooler,1,CFS,match,11,1,104,BINOCULAR,match,teapot,j,j,p,0,1,82649.966693129,82661.7341155305,82663.8762811322,82668.685045987,OK,OK,8,10,0.764810104311612,0.595634708138806,3#,3#,1.15155096712512,3.67131315598867,2.12564298369909,2.25225480712605,teacup,11.746027486588,2,NaN,p,4.70829698540911,2,NaN
12,945464051,6,82388.4430282925,82464.1582095995,82390.3515359701,82466.3667486696,OK,OK,0,0,f,f,1.88013305603818,2.10601619734371,26,52,camera,1,NOT STUDIED,mismatch,4,100,124,BINOCULAR,mismatch,satellite,f,f,q,0,0,82670.8602464917,82676.8271509166,82680.3361038248,82683.3447062836,OK,OK,3,2,0,0,,,0,0,NaN,NaN,satellite,5.95589651331829,2,NaN,q,2.91989743095473,2,NaN
12,945464051,7,82393.4684758625,82468.9503119633,82394.9769711642,82470.5587921724,OK,OK,7,2,j,j,1.43849327928911,1.5137982245069,139,14,bobby pin,1,CFS,mismatch,2,142,9,NOT STUDIED,mismatch,headphones,j,j,q,0,1,82684.978166797,82692.2202065266,82693.8539863986,82699.1628061904,OK,OK,1,10,0.718472602562065,0.559547025490687,3#,3#,2.52522540185354,1.40193121393965,2.1564113415872,2.28541953244239,NO RESPONSE,7.22937344734964,2,NaN,p,5.25742116400215,2,NaN
12,945464051,8,82399.7273767013,82474.7675102403,82402.1359320714,82475.9759500014,OK,OK,1,3,j,j,2.38732526585227,1.16038292850135,61,121,glass,1,CFS,mismatch,12,43,44,BINOCULAR,mismatch,crayon,j,j,q,0,1,82701.3463392989,82705.8714409473,82708.013604436,82712.3223306539,OK,OK,6,8,0.674942548120399,0.525645785004376,3#,3#,1.65363018566329,3.58696593692362,2.18776204864829,2.31921196270257,NO RESPONSE,4.50869965497986,2,NaN,q,4.24926725607656,2,NaN
12,945464051,9,82407.1696980582,82479.5012704919,82411.0784076743,82484.110022669,OK,OK,7,0,NO RESPONSE,NO RESPONSE,NaN,NaN,171,173,binky,1,BINOCULAR,match,3,57,90,NOT STUDIED,match,computer drive,z,z,p,1,1,82714.8308458778,82727.2733854731,82729.5238821693,82735.0327155444,OK,OK,0,1,1,1,,,0,0,NaN,NaN,NO RESPONSE,12.431340008261,2,NaN,p,5.45810546078428,2,NaN
12,945464051,10,82413.6036388169,82486.7102550945,82415.6121803018,82488.6187558295,OK,OK,0,0,f,f,1.96654944776674,1.86512833205052,5,49,basket,1,NOT STUDIED,match,1,48,65,CFS,match,door,f,f,p,0,0,82736.6912079785,82739.8995173398,82742.3250599929,82744.833603289,OK,OK,9,4,0,0,,,0,0,NaN,NaN,door,3.19454373673943,2,NaN,p,2.45653975835012,2,NaN
