subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,name,list,tType_study,trial_test,item_test,pair_test,tType_test,name_test,roboBCFS_1,roboBCFS_2,gonogo_answer,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
31,1868104168,1,5929087.09485143,5929220.94872046,5929090.80719265,5929223.96059179,OK,OK,2,9,NO RESPONSE,NO RESPONSE,NaN,NaN,56,99,clothes pin,1,Binocular,10,50,80,Not Studied,dresser,z,z,go,1,1,5929420.98398763,5929423.93584156,5929427.31790081,5929428.92901952,Return,Return,8,1,1,,,0,0,NaN,NaN,NO RESPONSE,2.92833342216909,2,Return,1.52228097151965,2
31,1868104168,2,5929093.66896281,5929225.90182071,5929096.78094345,5929229.71418429,OK,OK,8,1,NO RESPONSE,NO RESPONSE,NaN,NaN,53,23,floss,1,Binocular,12,61,121,Binocular,glass,z,z,go,1,1,5929430.98024141,5929443.03781114,5929445.47935232,5929449.09158726,Return,Return,2,1,1,,,0,0,NaN,NaN,NO RESPONSE,12.0350667489693,2,Return,3.53576507139951,2
31,1868104168,3,5929099.50262592,5929231.74547886,5929107.91791941,5929246.46470732,OK,OK,0,0,f,f,8.34649415500462,14.7043235637248,153,8,knife,1,Not Studied,8,172,170,Not Studied,paint brush,f,f,nogo,0,0,5929451.11284059,5929456.46623497,5929458.80767439,5929462.52002255,Return,OK,2,0,0,,,0,0,NaN,NaN,NO RESPONSE,5.3417814206332,2,NO RESPONSE,NaN,2
31,1868104168,4,5929110.39946947,5929249.05632431,5929114.11178835,5929252.66858973,OK,OK,2,3,NO RESPONSE,NO RESPONSE,NaN,NaN,172,170,paint brush,1,Binocular,3,32,122,CFS,chain,z,z,nogo,1,1,5929464.5212722,5929467.57318291,5929470.64511028,5929473.75703597,Return,OK,8,1,1,,,0,0,NaN,NaN,chain,3.0287566408515,2,NO RESPONSE,NaN,2
31,1868104168,5,5929116.03297133,5929254.47969431,5929127.65029631,5929269.69927608,OK,OK,0,0,f,f,11.5351067436859,15.1768716545776,61,121,glass,1,Not Studied,2,141,155,Binocular,purse,f,f,go,0,0,5929475.66824744,5929480.06099086,5929483.20295091,5929486.11478569,Return,OK,10,0,0,,,0,0,NaN,NaN,NO RESPONSE,4.37715152651072,2,NO RESPONSE,NaN,2
31,1868104168,6,5929130.60210194,5929273.09138925,5929134.91482367,5929277.70427285,OK,OK,8,11,j,j,4.2295638397336,4.59669495839626,8,153,bed,1,CFS,6,8,153,CFS,bed,j,j,go,1,0,5929488.3161821,5929491.75832909,5929494.12981495,5929495.44061512,Return,Return,2,1,1,3,3,3.93588721872183,3.08028858519353,2,2,bed,3.42456622421741,2,Return,1.21886578667909,2
31,1868104168,7,5929141.41890509,5929282.61731683,5929151.13498377,5929300.73870452,OK,OK,12,5,f,j,9.62789746560156,18.0776186939329,184,181,mailbox,1,CFS,11,85,25,Not Studied,foot stool,j,j,go,1,0,5929497.2917974,5929503.21549748,5929505.69703819,5929507.50820736,Return,Return,4,1,1,,2,1.80870615297237,4.11218198512775,2,2,NO RESPONSE,5.89634339790791,2,Return,1.72292275819927,2
31,1868104168,8,5929153.86667367,5929307.04267812,5929159.58027812,5929310.75495474,OK,OK,6,12,j,j,5.68371799122542,3.61174745392054,143,128,high heel,1,CFS,9,153,8,CFS,knife,j,j,go,1,0,5929509.37934776,5929514.21207122,5929517.40437026,5929519.61577469,Return,Return,12,1,1,2,3,4.10676426397133,4.00794866194064,2,2,NO RESPONSE,4.81622511055321,2,Return,2.10290892794728,2
31,1868104168,9,5929164.68346233,5929315.80810332,5929178.00178965,5929318.61990879,OK,OK,12,11,j,j,13.3058619555086,2.79780762642622,32,122,chain,1,CFS,4,143,128,Binocular,high heel,j,j,nogo,1,0,5929521.70709784,5929526.59983567,5929528.95163811,5929532.76401739,Return,OK,1,1,1,2,3,4.15509005936101,4.04273402269217,2,2,womans shoe,4.87982573732734,2,NO RESPONSE,NaN,2
31,1868104168,10,5929182.82481175,5929323.88314937,5929186.33704062,5929326.99509891,OK,OK,4,8,NO RESPONSE,NO RESPONSE,NaN,NaN,50,80,dresser,1,Binocular,1,56,99,Binocular,clothes pin,z,z,go,1,1,5929534.58515596,5929537.11675494,5929539.31810546,5929542.22991911,Return,Return,1,1,1,,,0,0,NaN,NaN,NO RESPONSE,2.5211879843846,2,Return,2.82809432968497,2
