subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,name,list,tType,swap,trial_test,item_test,pair_test,tType_test,swap_test,name_test,roboBCFS_1,roboBCFS_2,mm_answer,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_cue,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,meanRoboRT_cue,response_noise,rt_noise,RoboRT_noise,meanRoboRT_noise
13,945653072,1,84369.7028508524,84494.8573810143,84372.6112829122,84506.8661475506,OK,OK,6,9,j,f,2.88644795453001,11.9248003057146,141,155,purse,1,CFS,match,9,81,96,BINOCULAR,match,stroller,j,j,p,1,0,84675.9221917458,84678.4886356193,84684.5058324346,84686.3141929266,OK,OK,3,6,0.5,0.5,3#,,3.44291054483266,2.90023349844351,2.34671662001737,2.34671662001737,NO RESPONSE,2.55489913940255,2,NaN,p,1.79480666562449,2,NaN
13,945653072,2,84376.8198001835,84509.8245989437,84387.9285260006,84523.133412055,OK,OK,0,0,f,f,11.0566970897926,13.2207336144784,40,88,cookie cutter,1,NOT STUDIED,match,7,165,45,CFS,match,mouse trap,f,f,p,0,0,84688.3476553598,84694.5475271353,84697.3479306441,84699.8563523204,OK,OK,5,5,0,0,,,0,0,NaN,NaN,NO RESPONSE,6.18451320716122,2,NaN,p,2.45605306950165,2,NaN
13,945653072,3,84390.8202508407,84526.3002153073,84394.9288052089,84530.2086829851,OK,OK,5,7,NO RESPONSE,NO RESPONSE,NaN,NaN,142,9,headphones,1,BINOCULAR,mismatch,6,76,113,BINOCULAR,mismatch,thimble,z,z,q,1,1,84703.3811615608,84714.9565829615,84717.4986427459,84719.8070755302,OK,OK,4,9,1,1,,,0,0,NaN,NaN,NO RESPONSE,11.5660279286822,2,NaN,q,2.22433615590853,2,NaN
13,945653072,4,84399.0289123947,84532.0920521024,84408.737587079,84541.1007093701,OK,OK,0,0,f,f,9.62252489406092,8.90429615516041,23,53,bucket,1,NOT STUDIED,match,8,41,42,BINOCULAR,match,cooler,f,f,p,0,0,84722.2405085032,84726.8903387596,84729.1240590304,84731.2324691158,OK,OK,5,1,0,0,,,0,0,NaN,NaN,NO RESPONSE,4.63398601664812,2,NaN,p,2.03835325673572,2,NaN
13,945653072,5,84411.5540654386,84543.4841236135,84421.0630364761,84557.9929802511,OK,OK,0,0,f,j,9.49664119986119,14.4873479408998,63,77,water bottle,1,NOT STUDIED,mismatch,1,141,155,CFS,match,purse,f,f,p,0,0,84733.1825810859,84739.557470874,84741.5661616468,84745.8746907202,OK,OK,8,1,0,0,,,0,0,NaN,NaN,spoon,6.35522326249338,2,NaN,p,4.29140621062834,2,NaN
13,945653072,6,84425.5632129055,84561.1930907874,84430.0718039179,84565.1015617855,OK,OK,1,7,NO RESPONSE,NO RESPONSE,NaN,NaN,76,113,thimble,1,BINOCULAR,mismatch,11,175,67,NOT STUDIED,mismatch,pants,z,z,q,1,1,84747.6163835193,84756.9497313413,84758.9084580187,84760.8168761936,OK,OK,6,8,1,1,,,0,0,NaN,NaN,box,9.32056159198692,2,NaN,q,1.89240973045526,2,NaN
13,945653072,7,84433.0134834961,84567.0433231641,84442.6221647908,84577.5520343115,OK,OK,7,3,f,f,9.55615482204303,10.4631835961918,165,45,mouse trap,1,CFS,match,5,63,77,NOT STUDIED,mismatch,water bottle,j,j,q,1,0,84762.5419118795,84768.0834642594,84770.0755045595,84771.6839081553,OK,OK,5,1,0.5,0.5,,,1.48183406789955,2.89864683178121,2.34671662001737,2.34671662001737,dk,5.53042238326452,2,NaN,p,1.5966865070659,2,NaN
13,945653072,8,84445.730628605,84581.1188120276,84450.0391063645,84585.2272842935,OK,OK,3,5,NO RESPONSE,NO RESPONSE,NaN,NaN,41,42,cooler,1,BINOCULAR,match,4,23,53,NOT STUDIED,match,bucket,z,z,p,1,1,84773.8173193047,84777.9004962059,84780.059188835,84782.6676229173,OK,OK,7,4,1,1,,,0,0,NaN,NaN,box,4.07050778780831,2,NaN,p,2.50844190007774,2,NaN
13,945653072,9,84453.3058818771,84587.502372063,84456.9143959487,84591.9108752078,OK,OK,10,2,NO RESPONSE,NO RESPONSE,NaN,NaN,81,96,stroller,1,BINOCULAR,match,3,142,9,BINOCULAR,mismatch,headphones,z,z,q,1,1,84784.4926794607,84791.1593014541,84793.0763110942,84794.4846886707,OK,OK,1,2,1,1,,,0,0,NaN,NaN,NO RESPONSE,6.65041915954498,2,NaN,p,1.37073637638241,2,NaN
13,945653072,10,84460.9311659526,84594.3859932223,84470.9398630642,84601.1945176171,OK,OK,2,5,f,j,9.94894714331895,6.7511698827002,48,65,door,1,CFS,mismatch,2,40,88,NOT STUDIED,match,cookie cutter,j,j,p,1,0,84796.351435689,84800.776296515,84802.8016610025,84805.010083192,OK,OK,5,4,0.5,0.5,,3#,1.592021164047,1.52724899146185,2.34671662001737,2.34671662001737,dk,4.41516912927909,2,NaN,q,2.10879192162247,2,NaN
