subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,name,list,tType,swap,trial_test,item_test,pair_test,tType_test,swap_test,name_test,roboBCFS_1,roboBCFS_2,mm_answer,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_cue,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,meanRoboRT_cue,response_noise,rt_noise,RoboRT_noise,meanRoboRT_noise
5,928919893,1,182026.992840537,182112.640484425,182029.701375931,182113.948910309,OK,OK,6,10,j,j,2.64276063867146,1.27824137825519,3,6,balloon,1,CFS,mismatch,10,128,143,CFS,mismatch,pfd,j,j,q,1,0,182245.208149032,182258.942110042,182263.100697021,182266.809591912,OK,OK,8,6,0.343644639395486,0.343644639395486,3,3,2.85144971567127,3.49745667469349,2.56660933584118,2.56660933584118,lifesaver ,13.7100228859053,2,NaN,q,3.66504827406607,2,NaN
5,928919893,2,182035.818441405,182118.390914102,182040.227123918,182122.4995092,OK,OK,2,5,NO RESPONSE,NO RESPONSE,NaN,NaN,100,124,satellite,1,BINOCULAR,mismatch,12,40,88,NOT STUDIED,match,cookie cutter,z,z,p,1,1,182269.426433417,182275.093215187,182277.718687348,182281.827321687,OK,OK,1,1,1,1,,,0,0,NaN,NaN,hook,5.65075047736173,2,NaN,q,4.05419809126761,2,NaN
5,928919893,3,182044.385724178,182125.649744428,182048.094332316,182129.458326366,OK,OK,9,8,NO RESPONSE,NO RESPONSE,NaN,NaN,120,132,piggy bank,1,BINOCULAR,match,3,120,132,BINOCULAR,match,piggy bank,z,z,p,1,1,182284.468854118,182290.952618476,182293.761457284,182297.670062524,OK,OK,6,7,1,1,,,0,0,NaN,NaN, ,6.47141859331168,2,NaN,p,3.86650087323505,2,NaN
5,928919893,4,182051.727928637,182131.775184292,182055.636537197,182135.683790437,OK,OK,0,0,f,f,3.82617618452059,3.82227755378699,62,123,watering pot,1,NOT STUDIED,mismatch,6,57,90,BINOCULAR,mismatch,computer drive,f,f,q,0,0,182299.736911244,182310.245650564,182316.613007771,182319.421580352,OK,OK,5,7,0,0,,,0,0,NaN,NaN,computer hardrive,10.4902220311924,2,NaN,q,2.70158722205088,2,NaN
5,928919893,5,182059.85349769,182139.525729575,182064.162101964,182143.734335298,OK,OK,3,4,NO RESPONSE,NO RESPONSE,NaN,NaN,159,162,crowbar,1,BINOCULAR,match,4,62,123,NOT STUDIED,mismatch,watering pot,z,z,q,1,1,182321.313083353,182328.53024246,182331.080775549,182335.189376684,OK,OK,9,7,1,1,,,0,0,NaN,NaN,NO RESPONSE,7.20097990980139,2,NaN,q,4.00892163437675,2,NaN
5,928919893,6,182067.679042113,182146.084515107,182071.487593564,182150.393137492,OK,OK,8,3,NO RESPONSE,NO RESPONSE,NaN,NaN,57,90,computer drive,1,BINOCULAR,mismatch,7,168,17,CFS,match,nail polish,z,z,p,1,1,182337.156161352,182343.047932392,182345.731765691,182350.440408541,OK,OK,2,4,1,1,,,0,0,NaN,NaN,NO RESPONSE,5.87703315285034,2,NaN,q,4.6530755898566,2,NaN
5,928919893,7,182074.446158086,182153.693378244,182076.954661967,182155.201829905,OK,OK,9,7,j,j,2.48271393720643,1.47092507663183,168,17,nail polish,1,CFS,match,5,159,162,BINOCULAR,match,crowbar,j,j,p,1,0,182352.673619165,182355.440464684,182358.799325557,182362.807988812,OK,OK,2,9,0.343644639395486,0.343644639395486,3,3,4.01083669702126,3.84579248870806,2.56660933584118,2.56660933584118, ,2.75085588166257,2,NaN,p,3.92081879699253,2,NaN
5,928919893,8,182081.154955783,182158.302045785,182085.963652422,182160.910537652,OK,OK,0,0,f,f,4.72542996317497,2.5339035387733,92,94,sock,1,NOT STUDIED,mismatch,8,92,94,NOT STUDIED,mismatch,sock,f,f,q,0,0,182364.733089282,182371.533235556,182373.892064131,182377.800678427,OK,OK,5,4,0,0,,,0,0,NaN,NaN,NO RESPONSE,6.78645820441307,2,NaN,p,3.82721996476175,2,NaN
5,928919893,9,182088.94714844,182163.410713024,182090.355629923,182164.519138184,OK,OK,3,0,j,j,1.30090873473091,1.0890436884365,170,172,notebook,1,CFS,match,9,170,172,CFS,match,notebook,j,j,p,1,0,182379.950804387,182383.909104794,182386.142888923,182390.651572401,OK,OK,1,10,0.343644639395486,0.343644639395486,3,3,4.1867210086541,2.64823349448973,2.56660933584118,2.56660933584118,NO RESPONSE,3.94402041920694,2,NaN,p,4.48754375998396,2,NaN
5,928919893,10,182093.764168758,182168.227695612,182096.072677649,182169.536125722,OK,OK,0,8,j,j,2.28350706529454,1.22372091645957,128,143,pfd,1,CFS,mismatch,11,137,28,NOT STUDIED,match,flask,j,j,p,1,0,182392.47669243,182400.035239807,182402.194021174,182405.302583975,OK,OK,1,1,0.343644639395486,0.343644639395486,3,3,3.44924334263907,3.15950951263678,2.56660933584118,2.56660933584118,NO RESPONSE,7.54516356682871,2,NaN,p,3.08361319400137,2,NaN
