subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,name,list,tType,swap,trial_test,item_test,pair_test,tType_test,swap_test,name_test,roboBCFS_1,roboBCFS_2,mm_answer,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_cue,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,meanRoboRT_cue,response_noise,rt_noise,RoboRT_noise,meanRoboRT_noise
2,928183131,1,173763.593578208,173882.443521561,173768.102227752,173886.752149768,OK,OK,1,3,NO RESPONSE,NO RESPONSE,NaN,NaN,157,33,axe,1,BINOCULAR,match,4,92,94,CFS,match,sock,z,z,p,1,1,174075.765310248,174089.157532458,174094.466622012,174100.075335222,OK,OK,8,2,1,1,,,0,0,NaN,NaN,axe,13.3795688312384,2,NaN,q,5.55780939335818,2,NaN
2,928183131,2,173772.452533779,173889.327328548,173776.261127556,173893.835979448,OK,OK,8,1,NO RESPONSE,NO RESPONSE,NaN,NaN,81,96,stroller,1,BINOCULAR,mismatch,5,183,185,NOT STUDIED,mismatch,microphone,z,z,q,1,1,174103.158888905,174110.834063851,174113.859636947,174121.768516422,OK,OK,0,10,1,1,,,0,0,NaN,NaN,stroller,7.66477937388117,2,NaN,q,7.82751670334255,2,NaN
2,928183131,3,173779.686367277,173896.252818211,173783.394954845,173900.861463851,OK,OK,9,0,NO RESPONSE,NO RESPONSE,NaN,NaN,18,39,box,1,BINOCULAR,mismatch,11,68,73,NOT STUDIED,match,vase,z,z,p,1,1,174126.660530636,174140.369453016,174142.769992031,174145.978539275,OK,OK,10,7,1,1,,,0,0,NaN,NaN,pot,13.6974827227241,2,NaN,q,3.13985988640343,2,NaN
2,928183131,4,173788.036949964,173903.761669844,173791.745538273,173906.370184483,OK,OK,0,2,j,j,3.66866307111923,2.51354688912397,92,94,sock,1,CFS,match,10,1,104,CFS,match,teapot,j,j,p,1,0,174151.345586305,174162.471021739,174167.680064291,174179.589228746,OK,OK,8,10,0.200759585157083,0.200759585157083,3#,3#,3.20146323092253,2.3797910543093,2.92822190282315,2.92822190282315, ,11.1072419761913,2,NaN,NO RESPONSE,NaN,2,NaN
2,928183131,5,173799.246058817,173911.945569741,173808.355028356,173923.254691143,OK,OK,0,0,f,f,9.00262687072973,11.2887006925885,183,185,microphone,1,NOT STUDIED,mismatch,9,3,6,CFS,mismatch,balloon,f,f,q,0,0,174223.117278841,174229.709050758,174234.70142381,174238.410012882,OK,OK,10,3,0,0,,,0,0,NaN,NaN,lightbulb,6.57974305664538,2,NaN,p,3.60326515400084,2,NaN
2,928183131,6,173811.196892058,173925.704866972,173819.405802302,173931.413591275,OK,OK,0,0,f,f,8.17114892284735,5.68897428567288,186,188,lamp,1,NOT STUDIED,match,3,18,39,BINOCULAR,mismatch,box,f,f,q,0,0,174243.535375226,174247.643651019,174250.310848218,174253.519403474,OK,OK,5,2,0,0,,,0,0,NaN,NaN,NO RESPONSE,4.09668098718976,2,NaN,q,3.11300527318963,2,NaN
2,928183131,7,173822.047654023,173934.363797577,173829.056466699,173949.773207743,OK,OK,0,0,f,f,6.90387194394134,15.3970004306757,146,147,hinge,1,NOT STUDIED,mismatch,6,186,188,NOT STUDIED,match,lamp,f,f,p,0,0,174255.636218619,174262.011302619,174265.620249611,174269.628861697,OK,OK,1,9,0,0,,,0,0,NaN,NaN,NO RESPONSE,6.36296669879812,2,NaN,p,3.91464392322814,2,NaN
2,928183131,8,173832.881740216,173952.94842837,173836.690332182,173957.557078982,OK,OK,8,0,NO RESPONSE,NO RESPONSE,NaN,NaN,62,123,watering pot,1,BINOCULAR,match,7,146,147,NOT STUDIED,mismatch,hinge,z,z,q,1,1,174271.837348171,174276.628977084,174279.779572005,174283.088131062,OK,OK,0,2,1,1,,,0,0,NaN,NaN,NO RESPONSE,4.76905657639145,2,NaN,q,3.27458880498307,2,NaN
2,928183131,9,173840.157239004,173960.440614785,173842.765755613,173963.549160363,OK,OK,4,8,j,j,2.53753202894586,3.06341621579486,3,6,balloon,1,CFS,mismatch,12,145,15,CFS,mismatch,router,j,j,q,1,0,174285.296629927,174299.505611466,174302.322815661,174305.331357877,OK,OK,5,4,0.200759585157083,0.200759585157083,3#,3#,1.62138482540848,3.59905952583461,2.92822190282315,2.92822190282315,NO RESPONSE,14.1884952589753,2,NaN,q,2.93810293480055,2,NaN
2,928183131,10,173847.999457391,173972.033087089,173850.60797411,173973.14149637,OK,OK,9,7,j,j,2.56689874635777,1.03839092052658,1,104,teapot,1,CFS,match,2,81,96,BINOCULAR,mismatch,stroller,j,j,q,1,0,174307.323171537,174319.298666535,174322.290885948,174325.199415161,OK,OK,4,1,0.200759585157083,0.200759585157083,3#,3#,2.66167885859317,3.23222678608282,2.92822190282315,2.92822190282315,canopy,11.952859877958,2,NaN,q,2.84092803380918,2,NaN
2,928183131,11,173856.858405257,173977.816821762,173864.267254429,173984.225600005,OK,OK,0,0,f,f,7.33912268551649,6.3100597569719,68,73,vase,1,NOT STUDIED,match,8,62,123,BINOCULAR,match,watering pot,f,f,p,0,0,174327.191227909,174333.099595255,174335.141780582,174338.55035446,OK,OK,1,4,0,0,,,0,0,NaN,NaN,NO RESPONSE,5.89203718159115,2,NaN,p,3.30120963582885,2,NaN
2,928183131,12,173867.359135721,173987.05079941,173878.968275028,173989.459295417,OK,OK,4,2,f,j,11.5416031671048,2.32373186061159,145,15,router,1,CFS,mismatch,1,157,33,BINOCULAR,match,axe,j,j,p,1,0,174341.525560554,174345.217150038,174347.542653943,174350.55119313,OK,OK,7,6,0.200759585157083,0.200759585157083,,2@,4.45140347225008,2.22254043386155,2.92822190282315,2.92822190282315,NO RESPONSE,3.66899420690606,2,NaN,p,2.97966197540518,2,NaN
2,928183131,13,174359.83518033,174469.234503866,174363.443764706,174473.543132353,OK,OK,10,3,NO RESPONSE,NO RESPONSE,NaN,NaN,22,83,broom,2,BINOCULAR,mismatch,19,63,77,NOT STUDIED,mismatch,water bottle,z,z,q,1,1,174558.324051566,174567.382675073,174570.566576579,174573.77512564,OK,OK,4,6,1,1,,,0,0,NaN,NaN,speaker,9.03406864660792,2,NaN,q,3.12735320971115,2,NaN
2,928183131,14,174368.21076625,174476.360000208,174376.819699999,174482.468755723,OK,OK,0,0,f,f,8.518098878616,6.07500165887177,115,118,pot,2,NOT STUDIED,match,23,24,27,CFS,mismatch,button,f,f,q,0,0,174575.458582765,174576.966671386,174579.467191414,174582.475729087,OK,OK,10,8,0,0,,,0,0,NaN,NaN,NO RESPONSE,1.49905588306137,2,NaN,q,2.94627646572189,2,NaN
2,928183131,15,174380.086604522,174485.718987783,174381.195006707,174486.827393601,OK,OK,6,8,j,j,1.07409128083964,1.05177023366559,151,97,key,2,CFS,match,21,192,133,NOT STUDIED,mismatch,ladder,j,j,q,1,0,174584.134181898,174588.542475601,174591.509700073,174593.91819878,OK,OK,2,7,0.200759585157083,0.200759585157083,3#,3#,4.70561788572529,5.70986789068183,2.92822190282315,2.92822190282315,ladder,4.39079599949764,2,NaN,q,2.34309723839397,2,NaN
2,928183131,16,174388.053829641,174490.886012685,174389.462253057,174491.794410605,OK,OK,2,7,j,j,1.34637513099005,0.892442401585868,150,156,eletric kettle,2,CFS,mismatch,22,180,182,NOT STUDIED,match,christmas ornament,j,j,p,1,0,174595.801668495,174597.943140688,174600.118631259,174604.927301102,OK,OK,9,3,0.200759585157083,0.200759585157083,3#,3#,1.81376763296609,3.48724213464979,2.92822190282315,2.92822190282315,NO RESPONSE,2.13079620659119,2,NaN,p,4.74155584309483,2,NaN
2,928183131,17,174393.829228379,174495.561348005,174398.337872019,174499.66996,OK,OK,1,5,NO RESPONSE,NO RESPONSE,NaN,NaN,167,126,nail clippers,2,BINOCULAR,match,17,167,126,BINOCULAR,match,nail clippers,z,z,p,1,1,174606.910772345,174613.102546704,174616.569782934,174617.878200727,OK,OK,1,0,1,1,,,0,0,NaN,NaN,nail clipper,6.17285948887002,2,NaN,p,1.23367464993498,2,NaN
2,928183131,18,174401.19641197,174502.953522327,174405.505047102,174507.462166575,OK,OK,3,1,NO RESPONSE,NO RESPONSE,NaN,NaN,5,49,basket,2,BINOCULAR,match,24,23,53,BINOCULAR,mismatch,bucket,z,z,q,1,1,174620.369684834,174624.378292573,174626.978842959,174628.787297887,OK,OK,1,0,1,1,,,0,0,NaN,NaN,bucket,3.99331381195225,2,NaN,q,1.72001325638848,2,NaN
