subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,name,list,tType_study,trial_test,item_test,pair_test,tType_test,name_test,roboBCFS_1,roboBCFS_2,gonogo_answer,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
30,1825266618,1,845164.926400999,845300.295766689,845168.838719337,845303.007358723,OK,OK,0,12,NO RESPONSE,NO RESPONSE,NaN,NaN,184,181,mailbox,1,Binocular,1,184,181,CFS,mailbox,z,z,go,1,1,845475.978749684,845484.693854007,845491.627923122,845493.438982728,Return,Return,9,1,1,,,0,0,NaN,NaN,NO RESPONSE,8.69296174787451,2,Return,1.72345038654748,2
30,1825266618,2,845175.182418692,845305.368744791,845194.903984046,845311.382306768,OK,OK,0,0,f,f,19.6727017913945,5.90418054780457,172,170,paint brush,1,Not Studied,11,141,155,Not Studied,purse,f,f,go,0,0,845497.561402428,845503.274774151,845509.158196091,845510.969259621,Return,Return,4,0,0,,,0,0,NaN,NaN,NO RESPONSE,5.70140319527127,2,Return,1.7842426316347,2
30,1825266618,3,845199.17649676,845314.994382933,845202.888621251,845317.005563942,OK,OK,8,8,j,j,3.60622154525481,1.93429580202792,141,155,purse,1,CFS,2,85,25,CFS,foot stool,j,j,go,0,1,845514.331234894,845516.702616619,845519.774421745,845520.785034678,Return,Return,8,0.137254498067093,0.151419046919167,2@,2@,4.58954421786873,2.57336421330776,3.22165631959569,3.14263453714231,NO RESPONSE,2.34682588477153,2,Return,0.999419246800244,2
30,1825266618,4,845211.323606019,845323.929619893,845215.13584162,845327.541749184,OK,OK,1,3,NO RESPONSE,NO RESPONSE,NaN,NaN,32,122,chain,1,Binocular,10,61,121,Binocular,glass,z,z,go,1,1,845523.656702402,845525.968073363,845529.039834117,845529.950388462,Return,Return,5,1,1,,,0,0,NaN,NaN, ,2.29287499713246,2,Return,0.837579864892177,2
30,1825266618,5,845218.978106751,845330.693586269,845221.889804793,845332.304532622,OK,OK,11,9,j,j,2.87563399143983,1.59418631019071,61,121,glass,1,CFS,4,143,128,Not Studied,high heel,j,j,go,0,1,845532.992171905,845534.503053935,845537.19463081,845538.105168251,Return,Return,9,0.182646234732394,0.142245030634632,2@,2@,4.43997695536848,3.06973752050483,2.99808977620779,3.19265137726132,NO RESPONSE,1.50095549598336,2,Return,0.89034238178283,2
30,1825266618,6,845227.042821797,845338.688271652,845245.763801869,845340.499342125,OK,OK,0,0,f,j,18.6336349687772,1.70317382842768,53,23,floss,1,Not Studied,7,50,80,Binocular,dresser,f,f,go,0,0,845540.576625468,845546.039806951,845548.811400089,845549.822034755,Return,Return,1,0,0,,,0,0,NaN,NaN, ,5.45190358161926,2,Return,0.936983445775695,2
30,1825266618,7,845250.726707313,845344.931941699,845253.738476923,845348.043759635,OK,OK,9,8,NO RESPONSE,NO RESPONSE,NaN,NaN,143,128,high heel,1,Binocular,5,53,23,CFS,floss,z,z,go,1,1,845552.413559078,845554.58482423,845557.176349761,845558.987420837,Return,Return,7,1,1,,,0,0,NaN,NaN,NO RESPONSE,2.15050111094024,2,Return,1.72355150512885,2
30,1825266618,8,845256.350004332,845350.335098533,845258.561303725,845352.346283768,OK,OK,2,1,j,j,2.17382058640942,1.9917293980252,153,8,knife,1,CFS,9,56,99,Binocular,clothes pin,j,j,nogo,0,1,845561.368825083,845563.36997693,845565.381155826,845569.093293296,Return,OK,2,0.171580258781308,0.133626839898477,2@,2@,1.11679895634536,3.97558438814114,3.04537083425172,3.24361488036392, ,1.97878801869228,2,NO RESPONSE,NaN,2
30,1825266618,9,845263.824386142,845356.718838469,845265.135206836,845358.129675795,OK,OK,3,2,j,j,1.24305759929121,1.31968684005551,85,25,foot stool,1,CFS,3,153,8,Not Studied,knife,j,j,go,0,1,845572.065078168,845573.515921663,845576.947938975,845578.859058981,Return,Return,10,0.161184736420077,0.125530798943114,2@,2@,4.16677854873749,2.74509819712197,3.09354677544638,3.2955429638316,NO RESPONSE,1.43402127234731,2,Return,1.84691085468512,2
30,1825266618,10,845270.768456045,845362.972507191,845280.784333789,845370.887154578,OK,OK,0,0,f,f,10.0020214680117,7.8333425396122,56,99,clothes pin,1,Not Studied,8,32,122,Not Studied,chain,f,f,nogo,0,0,845582.150993121,845584.152157344,845586.553568599,845589.765481043,Return,OK,7,0,0,,,0,0,NaN,NaN,NO RESPONSE,1.98751501308288,2,NO RESPONSE,NaN,2
