subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,list,tType_study,trial_test,item_test,pair_test,tType_test,gonogo_answer,name,name_test,roboBCFS_1,roboBCFS_2,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
1,215341603,11,81159.3789921245,81249.6657438176,81162.8911253456,81251.1766645165,OK,OK,9,5,j,j,3.41983483497461,1.43270562091493,143,128,1,CFS,1,8,153,CFS,go,high heel,bed,j,j,0,1,81486.2546864119,81489.736848873,81493.1890514406,81495.1002535822,Return,Return,5,1,1,3,3,0.1,0.1,bed,3.4638182707713,1,Return,1.84917274110194,1
1,215341603,12,81168.2345666649,81257.5206839627,81170.1456970554,81260.7327072207,OK,OK,0,0,f,f,1.8839324034634,3.13726071400743,141,155,1,Not Studied,4,172,170,Not Studied,go,purse,paint brush,f,f,0,0,81497.3916805944,81510.9402003484,81514.0821653588,81516.393661319,Return,Return,9,1,1,,,0.1,0.1,book,13.5337192556908,1,Return,2.21105764717504,1
1,215341603,13,81526.6801069386,81616.0063231056,81529.9921398859,81618.5179253766,OK,OK,0,0,f,f,3.30034932834678,2.44181085679156,16,13,2,Not Studied,20,4,34,Not Studied,nogo,book,bandana,f,f,0,0,81697.1674228455,81714.208104973,81717.0399429025,81721.952994465,Return,OK,9,1,1,,,0.1,0.1,box,17.0198105664167,1,NO RESPONSE,NaN,1
1,215341603,14,81534.1648323885,81621.6699198806,81539.0779440187,81626.5830058537,OK,OK,10,4,NO RESPONSE,NO RESPONSE,NaN,NaN,147,146,2,Binocular,19,25,85,Binocular,nogo,hole punch,calculator,z,z,1,1,81724.0740637665,81731.9192952822,81735.5315559132,81740.4446769007,Return,OK,6,1,1,,,0.1,0.1,calculator,7.82433127905824,1,NO RESPONSE,NaN,1
1,215341603,15,81543.1804964731,81629.7650127727,81548.0935745982,81634.6780957274,OK,OK,3,8,NO RESPONSE,NO RESPONSE,NaN,NaN,110,102,2,Binocular,15,110,102,Not Studied,go,lazy chair,lazy chair,z,z,1,1,81742.5559738829,81752.4922474946,81756.0244538896,81757.9356828957,Return,Return,7,1,1,,,0.1,0.1,recliner,9.92538868173142,1,Return,1.84073066461133,1
1,215341603,16,81553.0466988577,81637.0292683604,81555.258122948,81639.1409200137,OK,OK,0,0,f,f,2.14058254794509,2.08985492897045,107,64,2,Not Studied,17,155,141,CFS,go,ring,lamp,f,f,0,0,81760.0166791984,81763.4191107023,81765.8906354468,81767.001397253,Return,Return,0,1,1,,,0.1,0.1,lamp,3.38414557027863,1,Return,1.07012012632913,1
1,215341603,17,81558.4201098182,81642.4930280727,81560.331345465,81643.9039164437,OK,OK,4,6,j,j,1.89484109077603,1.30582544932258,25,85,2,CFS,14,107,64,Binocular,go,calculator,ring,j,j,0,1,81769.032662336,81777.1377394445,81780.5399020021,81782.6512336968,Return,Return,4,1,1,3,3,0.1,0.1,frisbee,8.07947287731804,1,Return,2.06807480630232,1
1,215341603,18,81567.4958108067,81648.9270669549,81569.4070108354,81650.2378888893,OK,OK,3,5,j,j,1.89073777312296,1.21547790490149,177,179,2,CFS,21,161,163,CFS,nogo,paper towel,pen,j,j,0,1,81786.0033511132,81787.9746206454,81790.1059035675,81795.0189729391,Return,OK,1,1,1,3,3,0.1,0.1,pen,1.94824066558795,1,NO RESPONSE,NaN,1
1,215341603,19,81574.2100316668,81657.8727198802,81576.7216390692,81659.2835943662,OK,OK,1,4,j,j,2.46414969956095,1.34940622029535,155,141,2,CFS,16,147,146,Not Studied,go,lamp,hole punch,j,j,0,1,81797.1003139518,81801.9133371105,81804.995306872,81806.1059775202,Return,Return,7,1,1,3,3,0.1,0.1,hole punch,4.80259190582728,1,Return,1.05144028138602,1
1,215341603,20,81581.8148179451,81663.7463890714,81584.1262843242,81665.9577974656,OK,OK,0,0,f,f,2.21903548190312,2.12336092925398,4,34,2,Not Studied,13,16,13,CFS,go,bandana,book,f,f,0,0,81807.97714047,81810.1585246771,81813.260479473,81814.271130471,Return,Return,1,1,1,,,0.1,0.1,book,2.15732724727422,1,Return,0.905908940389054,1
1,215341603,21,81587.8286054425,81668.7795579078,81590.0399990462,81670.4906455888,OK,OK,3,3,j,j,2.15697861318768,1.60192536574323,45,165,2,CFS,22,177,179,Binocular,go,cutting board,paper towel,j,j,0,1,81816.3624209876,81820.3546544463,81823.0066291792,81823.7170642655,Return,Return,3,1,1,3,3,0.1,0.1,paper towel,3.9795775882958,1,Return,0.695237054591416,1
1,215341603,22,81594.8230188453,81675.0535076363,81596.9343496344,81676.9647293981,OK,OK,0,0,f,f,2.05821615857712,1.80773508879065,69,30,2,Not Studied,24,45,165,Binocular,go,umbrella,cutting board,f,f,0,0,81825.9181615422,81833.9034875181,81836.7649822861,81838.0761293103,Return,Return,8,1,1,,,0.1,0.1,frisbee,7.97514767144457,1,Return,1.23216072544164,1
1,215341603,23,81600.7667541321,81679.5863430819,81605.6798416145,81684.4994519955,OK,OK,8,0,NO RESPONSE,NO RESPONSE,NaN,NaN,161,163,2,Binocular,18,81,96,CFS,go,pen,stroller,z,z,1,1,81840.1774668277,81844.7302984761,81847.8822754728,81849.093067494,Return,Return,8,1,1,,,0.1,0.1,baby stroller,4.53927536630363,1,Return,1.15438815622474,1
1,215341603,24,81608.1010752117,81687.5813710466,81613.0144702769,81692.4944971655,OK,OK,0,5,NO RESPONSE,NO RESPONSE,NaN,NaN,81,96,2,Binocular,23,69,30,Not Studied,go,stroller,umbrella,z,z,1,1,81851.0042270752,81854.4360986909,81857.2381563263,81857.9486638561,Return,Return,10,1,1,,,0.1,0.1,umbrella,3.41607502000988,1,Return,0.670163773509557,1
1,215341603,25,81866.5940679683,81948.8558505178,81871.5071802022,81953.7689488667,OK,OK,5,2,NO RESPONSE,NO RESPONSE,NaN,NaN,122,32,3,Binocular,31,52,26,Not Studied,nogo,lure,deoderant,z,z,1,1,82034.1995735496,82039.6129406939,82043.5554495735,82048.4685446021,Return,OK,8,1,1,,,0.1,0.1,trash can,5.39548598838155,1,NO RESPONSE,NaN,1
1,215341603,26,81875.1594383701,81956.0803907962,81880.0725490948,81960.9934233423,OK,OK,8,1,NO RESPONSE,NO RESPONSE,NaN,NaN,78,98,3,Binocular,36,174,131,Binocular,nogo,sweater,paint tray,z,z,1,1,82051.33006714,82068.0308446091,82071.2028253548,82076.1159439276,Return,OK,6,1,1,,,0.1,0.1,saw,16.6875674063776,1,NO RESPONSE,NaN,1
1,215341603,27,81882.5540900514,81962.99472008,81884.9656500336,81965.3062078904,OK,OK,0,0,j,j,2.39274430571822,2.22810328866763,113,76,3,CFS,34,111,125,Not Studied,go,radio,kid toy,j,j,0,1,82078.1672326814,82081.6394103224,82084.1909983582,82086.2022871604,Return,Return,1,1,1,3,3,0.1,0.1,dradel,3.45774026548315,1,Return,1.99377680597536,1
1,215341603,28,81890.9193565573,81970.7396110813,81895.832471206,81975.6527130524,OK,OK,10,6,NO RESPONSE,NO RESPONSE,NaN,NaN,95,66,3,Binocular,28,95,66,CFS,go,shoe,shoe,z,z,1,1,82088.4736944257,82091.0553326075,82093.20670772,82094.2173318535,Return,Return,2,1,1,,,0.1,0.1,sneaker,2.56680115993368,1,Return,0.969720147943008,1
1,215341603,29,81897.8737525012,81977.9341579611,81902.786852963,81982.8472460472,OK,OK,0,1,NO RESPONSE,NO RESPONSE,NaN,NaN,163,161,3,Binocular,30,121,61,Binocular,go,moccosin,mug,z,z,1,1,82096.0884869552,82099.0503795886,82101.802088122,82102.9128118955,Return,Return,5,1,1,,,0.1,0.1,mug,2.95166693883948,1,Return,1.08594147354597,1
1,215341603,30,81905.2984461786,81986.3494303681,81907.1095676967,81994.0642796752,OK,OK,0,0,f,f,1.70326167569146,7.63998021086445,97,151,3,Not Studied,35,163,161,CFS,nogo,scissors,moccosin,f,f,0,0,82105.2639606825,82108.6063483401,82110.8177600546,82115.7308789292,Return,OK,0,1,1,,,0.1,0.1,slipper,3.32764239740209,1,NO RESPONSE,NaN,1
1,215341603,31,81910.66179897,81996.7259874872,81912.3728794067,81998.4370579629,OK,OK,10,1,j,j,1.67571505455999,1.67122144784662,117,135,3,CFS,32,122,32,Not Studied,go,plane,lure,j,j,0,1,82117.832169962,82123.5157653545,82126.3375580944,82127.3481665318,Return,Return,4,1,1,3,3,0.1,0.1,fishing hook,5.67071555111033,1,Return,0.917237284578732,1
1,215341603,32,81917.135859537,82003.8304527504,81919.9476158409,82005.5415319797,OK,OK,8,7,j,j,2.77722130477196,1.66239481739467,111,125,3,CFS,27,117,135,CFS,go,kid toy,plane,j,j,0,1,82129.0592367057,82133.5220615957,82136.2838083762,82137.4945626665,Return,Return,5,1,1,3,3,0.1,0.1,airplane,4.43514515402785,1,Return,1.15445335532422,1
1,215341603,33,81924.8807339366,82009.8842516697,81927.392315682,82012.1957071824,OK,OK,0,0,f,f,2.41599804886209,2.27230073449027,121,61,3,Not Studied,29,11,103,Binocular,go,mug,bib,f,f,0,0,82139.385785207,82148.8113654111,82151.7435181979,82153.9549483252,Return,Return,6,1,1,,,0.1,0.1,baby stroller,9.41185307623527,1,Return,2.16593564185314,1
1,215341603,34,81929.7238099579,82015.0772298471,81931.9352047689,82017.1888316955,OK,OK,0,0,f,f,2.13269647493144,2.09496822900837,174,131,3,Not Studied,26,113,76,Binocular,go,paint tray,radio,f,f,0,0,82156.0462279753,82160.6691365858,82163.4208940185,82164.8317742396,Return,Return,7,1,1,,,0.1,0.1,radio,4.59879248845391,1,Return,1.36799551092554,1
1,215341603,35,81934.8970669157,82020.1406951371,81937.9089645447,82021.9518471419,OK,OK,6,6,j,j,2.97515340654354,1.72733342609718,52,26,3,CFS,25,97,151,CFS,go,deoderant,scissors,j,j,0,1,82166.6225995184,82170.1848545502,82173.0469563338,82174.2577154536,Return,Return,8,1,1,3,3,0.1,0.1,scissors,3.53393175645033,1,Return,1.19739451100759,1
1,215341603,36,81942.7720274114,82026.5046824125,81945.9840464435,82029.5166099243,OK,OK,0,0,f,f,3.13973254481971,2.97892710649467,11,103,3,Not Studied,33,78,98,Not Studied,go,bib,sweater,f,f,0,0,82176.1188944888,82179.1507856039,82181.6223498904,82182.4328652984,Return,Return,5,1,1,,,0.1,0.1,sweater,3.02120359355467,1,Return,0.717684260656824,1
1,215341603,37,82195.2606237562,82279.924214796,82199.0733426524,82282.6359206611,OK,OK,2,2,j,j,3.79057866921357,2.69081649501459,139,14,4,CFS,38,43,44,Not Studied,nogo,bobby pin,crayon,j,j,0,1,82364.1071680075,82366.6787745828,82369.630660965,82374.5437768211,Return,OK,7,1,1,3,3,0.1,0.1,crayon,2.5435932976543,1,NO RESPONSE,NaN,1
1,215341603,38,82204.6167977038,82287.899212751,82207.428567289,82290.510916473,OK,OK,0,0,f,f,2.76996881008381,2.53942538460251,59,79,4,Not Studied,39,139,14,Binocular,nogo,keys,bobby pin,f,f,0,0,82376.4749600731,82381.9784224171,82385.5806937004,82390.4937875216,Return,OK,10,1,1,,,0.1,0.1,bobby pin,5.47901237846236,1,NO RESPONSE,NaN,1
1,215341603,39,82210.7607029912,82294.0430815149,82215.6738113011,82298.9561898248,OK,OK,8,10,NO RESPONSE,NO RESPONSE,NaN,NaN,89,72,4,Binocular,48,59,79,Not Studied,go,sponge,keys,z,z,1,1,82392.5447892182,82402.4910467444,82404.4325978613,82407.0442285361,Return,Return,1,1,1,,,0.1,0.1,spoon ,9.92017154608038,1,Return,2.56025679994491,1
1,215341603,40,82219.3360557984,82301.5978637031,82221.3473388654,82304.6097501637,OK,OK,10,3,j,j,1.92202821129467,2.9200414497318,119,7,4,CFS,43,154,176,CFS,go,pill,ladle,j,j,0,1,82409.3056612442,82411.887267732,82414.4588667611,82416.5702141519,Return,Return,4,1,1,3,3,0.1,0.1,spoon,2.56684432415932,1,Return,2.08549051306909,1
1,215341603,41,82226.3004751988,82309.5928841216,82229.112244784,82311.7042432844,OK,OK,0,0,f,f,2.73321915441193,2.08472442360653,62,123,4,Not Studied,45,26,52,Binocular,go,watering pot,camera,f,f,0,0,82418.5314463425,82421.0830524892,82423.7247197269,82424.7353254477,Return,Return,4,1,1,,,0.1,0.1,camera,2.54060742018919,1,Return,0.931234566160128,1
1,215341603,42,82231.8138701433,82314.375879471,82235.3261385922,82316.7874002129,OK,OK,0,0,f,f,3.42755277882679,2.39737163097016,133,192,4,Not Studied,42,133,192,CFS,nogo,guitar,guitar,f,f,0,0,82426.5364790492,82431.6196857826,82433.7610440791,82438.6741010749,Return,OK,3,1,1,,,0.1,0.1,guitar,5.05503679675167,1,NO RESPONSE,NaN,1
1,215341603,43,82237.8077589348,82320.0895035783,82242.7208446061,82325.0025964939,OK,OK,1,8,NO RESPONSE,NO RESPONSE,NaN,NaN,157,33,4,Binocular,44,119,7,Not Studied,go,axe,pill,z,z,1,1,82440.5453105092,82448.2901960772,82450.591620889,82453.1032512318,Return,Return,5,1,1,,,0.1,0.1,cup,7.73332751773705,1,Return,2.43094554697745,1
1,215341603,44,82244.942204919,82327.9044235479,82247.2536531873,82329.6155230009,OK,OK,0,7,j,j,2.26659188892518,1.62827546258632,154,176,4,CFS,40,157,33,CFS,go,ladle,axe,j,j,0,1,82455.364635946,82457.5159983809,82460.2877124744,82462.3990405469,Return,Return,8,1,1,3,3,0.1,0.1,ax,2.1375984815968,1,Return,2.01436825237761,1
1,215341603,45,82252.4469383437,82334.0482787286,82257.3600545016,82338.9613417613,OK,OK,2,0,NO RESPONSE,NO RESPONSE,NaN,NaN,43,44,4,Binocular,37,62,123,Binocular,go,crayon,watering pot,z,z,1,1,82464.1301274492,82471.1942869889,82473.4560321093,82475.5673296953,Return,Return,4,1,1,,,0.1,0.1,watering pot,7.051414020636,1,Return,2.02937159233261,1
1,215341603,46,82260.6420994836,82341.8531993894,82262.4532315664,82344.6649635413,OK,OK,9,6,j,j,1.79785380249086,2.75869811879238,26,52,4,CFS,41,64,107,Binocular,go,camera,watch,j,j,0,1,82477.3984703566,82480.9207145701,82483.2521225176,82484.3628683259,Return,Return,4,1,1,3,3,0.1,0.1,watch,3.50258426908113,1,Return,1.04883865606098,1
1,215341603,47,82267.1061269348,82349.2478595225,82272.0192687498,82354.1609382513,OK,OK,1,2,NO RESPONSE,NO RESPONSE,NaN,NaN,64,107,4,Binocular,46,125,111,CFS,go,watch,cork screw,z,z,1,1,82486.1140018395,82503.4349103165,82505.1860067028,82507.2973163626,Return,Return,1,1,1,,,0.1,0.1,pan,17.2979318301077,1,Return,2.0739952471049,1
1,215341603,48,82274.5808346632,82356.5624551567,82277.2925734297,82359.874561453,OK,OK,0,0,f,f,2.60245420290448,3.25672086543636,125,111,4,Not Studied,47,89,72,Not Studied,go,cork screw,sponge,f,f,0,0,82509.2285488159,82511.6100354098,82514.4217880915,82515.8326997047,Return,Return,10,1,1,,,0.1,0.1,sponge,2.35897841457336,1,Return,1.3656244972226,1
1,215341603,49,82524.7083647129,82607.150167118,82526.4193600285,82608.5610766183,OK,OK,2,4,j,j,1.69444953392667,1.39256319710694,20,71,5,CFS,60,72,89,Not Studied,nogo,briefcase,blanket,j,j,0,1,82687.0404430641,82689.8722016077,82691.8334455704,82696.7465710856,Return,OK,1,1,1,3,3,0.1,0.1,towel,2.8021780726267,1,NO RESPONSE,NaN,1
1,215341603,50,82532.1930023251,82613.2139680627,82533.8040341341,82615.5254516472,OK,OK,10,2,j,j,1.51349696899706,2.2723786111892,151,97,5,CFS,54,98,78,Binocular,nogo,key,scarf,j,j,0,1,82698.8878916512,82702.7800487122,82705.682181236,82710.5952883385,Return,OK,10,1,1,3,3,0.1,0.1,scarf,3.86614201511838,1,NO RESPONSE,NaN,1
1,215341603,51,82538.5870303891,82620.2684062955,82543.5001051939,82625.1815040407,OK,OK,5,6,NO RESPONSE,NO RESPONSE,NaN,NaN,98,78,5,Binocular,50,185,183,Not Studied,go,scarf,lock,z,z,1,1,82712.6165209094,82731.4884348563,82733.9399763774,82735.9512700091,Return,Return,8,1,1,,,0.1,0.1,shovel,18.8480764302512,1,Return,1.9884697196976,1
1,215341603,52,82545.4513332462,82628.0232845316,82548.0629651284,82630.6349496171,OK,OK,0,0,f,f,2.53447478047747,2.51038310812146,170,172,5,Not Studied,52,170,172,CFS,go,notebook,notebook,f,f,0,0,82738.1126362805,82742.1351188027,82744.216448949,82745.827474721,Return,Return,3,1,1,,,0.1,0.1,notebook,4.00742303865263,1,Return,1.55150895174302,1
1,215341603,53,82550.6346284511,82634.1071094491,82552.645802853,82635.918284998,OK,OK,0,10,j,j,1.95893090374011,1.72229407873238,86,29,5,CFS,59,71,20,Binocular,go,steering wheel,truck,j,j,0,1,82747.728657632,82756.8043525835,82759.2459074734,82761.0570513283,Return,Return,7,1,1,3,3,0.1,0.1,camera,9.04665508979815,1,Return,1.70519501021772,1
1,215341603,54,82558.2891254235,82640.7713271247,82563.2024906057,82645.6844031369,OK,OK,1,5,NO RESPONSE,NO RESPONSE,NaN,NaN,72,89,5,Binocular,49,151,97,CFS,nogo,blanket,key,z,z,1,1,82762.92820643,82764.6592993692,82767.0107798869,82771.9238978559,Return,OK,6,1,1,,,0.1,0.1,key,1.71870571328327,1,NO RESPONSE,NaN,1
1,215341603,55,82565.7741376287,82648.1860057973,82570.6872178667,82653.0991373495,OK,OK,5,4,NO RESPONSE,NO RESPONSE,NaN,NaN,124,100,5,Binocular,58,181,184,Not Studied,go,magnifying glass,clipboard,z,z,1,1,82773.7850249734,82777.257201407,82780.018971128,82781.7300467351,Return,Return,10,1,1,,,0.1,0.1,clipboard,3.44517404386716,1,Return,1.60308264981722,1
1,215341603,56,82573.5090226805,82655.1203605631,82578.6222164737,82657.5318764755,OK,OK,0,0,f,f,5.05128694276209,2.33198145810456,71,20,5,Not Studied,53,144,140,CFS,go,truck,marker,f,f,0,0,82783.5611632486,82787.2435017472,82789.2947923122,82790.9057894087,Return,Return,3,1,1,,,0.1,0.1,highlighter,3.66063564899378,1,Return,1.57492207047471,1
1,215341603,57,82581.8542280864,82660.6037907845,82584.3658312629,82662.4149684463,OK,OK,8,7,j,j,2.4737218938244,1.75227781820286,144,140,5,CFS,56,159,162,Binocular,go,marker,crowbar,j,j,0,1,82792.5868507897,82795.6585067172,82797.7701351282,82799.0809790973,Return,Return,4,1,1,3,3,0.1,0.1,crowbar,3.05051632558752,1,Return,1.25916100225004,1
1,215341603,58,82590.0193689632,82666.7176269096,82592.0306411638,82670.6301285056,OK,OK,0,0,f,f,1.93214916468423,3.82207949520671,185,183,5,Not Studied,51,124,100,Binocular,go,lock,magnifying glass,f,f,0,0,82800.7520369437,82805.7348473209,82807.7364133068,82810.2480029002,Return,Return,2,1,1,,,0.1,0.1,magnifying glass,4.95676665572682,1,Return,2.50023498843075,1
1,215341603,59,82594.3320717106,82673.0716142724,82596.6435362786,82675.2830685475,OK,OK,0,0,f,f,2.24332878850691,2.19577962582116,181,184,5,Not Studied,55,86,29,CFS,go,clipboard,steering wheel,f,f,0,0,82812.0290896666,82816.4816040428,82819.1135855915,82820.6245240994,Return,Return,9,1,1,,,0.1,0.1,key,4.43925722524,1,Return,1.45063537431997,1
1,215341603,60,82599.7855142685,82678.7652237642,82604.6986083916,82683.6783350926,OK,OK,7,9,NO RESPONSE,NO RESPONSE,NaN,NaN,159,162,5,Binocular,57,20,71,Not Studied,go,crowbar,briefcase,z,z,1,1,82822.365613027,82830.8709767097,82833.5026742197,82834.7134001363,Return,Return,6,1,1,,,0.1,0.1,suitcase,8.47795621336263,1,Return,1.15685847779969,1
1,215341603,61,82848.4119958502,82922.188436275,82853.3250981231,82927.1015140982,OK,OK,2,8,NO RESPONSE,NO RESPONSE,NaN,NaN,150,156,6,Binocular,65,165,45,Not Studied,nogo,eletric kettle,mouse trap,z,z,1,1,82994.654111211,83000.2976004013,83002.5290252221,83007.4420939899,Return,OK,3,1,1,,,0.1,0.1,mouse trap,5.62107971525984,1,NO RESPONSE,NaN,1
1,215341603,62,82855.3263800703,82929.292903953,82857.4377153872,82931.3041444595,OK,OK,0,0,f,f,2.06792267506535,1.95383390347706,129,166,6,Not Studied,69,90,57,Binocular,nogo,knot,speakers,f,f,0,0,83009.5434465997,83017.1078670868,83019.7898919657,83024.7029553003,Return,OK,6,1,1,,,0.1,0.1,amplifier,7.54688494683069,1,NO RESPONSE,NaN,1
1,215341603,63,82860.7597995611,82933.8457932543,82862.3708159758,82935.9571753575,OK,OK,7,1,j,j,1.55432066306821,2.02467725689348,140,144,6,CFS,70,162,159,Not Studied,go,hammer,egg beater,j,j,0,1,83026.6041765459,83032.9778546416,83035.9000032901,83037.4109740957,Return,Return,4,1,1,3,3,0.1,0.1,cake blender,6.34938418540696,1,Return,1.43742440601636,1
1,215341603,64,82866.5334110692,82940.2598362355,82868.5446730069,82941.9709224073,OK,OK,0,0,f,f,1.93237011719611,1.65029313939158,13,16,6,Not Studied,67,128,143,CFS,go,binder,pfd,f,f,0,0,83039.3321517002,83044.7856156893,83047.1470988361,83048.0576740401,Return,Return,5,1,1,,,0.1,0.1,life jacket,5.43679867572791,1,Return,0.885793507797644,1
1,215341603,65,82872.176954894,82944.5825274251,82873.8880673265,82946.0934921938,OK,OK,10,3,j,j,1.62463608485996,1.44743518499308,128,143,6,CFS,64,150,156,Binocular,go,pfd,eletric kettle,j,j,0,1,83049.7286935518,83058.8144391262,83061.3059938803,83063.2172358659,Return,Return,7,1,1,3,3,0.1,0.1,sweater,9.07158982277906,1,Return,1.84613826617715,1
1,215341603,66,82878.0306689337,82949.8658531469,82879.9418701699,82951.6769915685,OK,OK,0,0,f,f,1.88255045611004,1.72380935419642,90,57,6,Not Studied,62,7,119,CFS,nogo,speakers,battery,f,f,0,0,83065.2985149999,83069.9414373203,83071.902661361,83076.8157847633,Return,OK,0,1,1,,,0.1,0.1,dbattery,4.61321748820774,1,NO RESPONSE,NaN,1
1,215341603,67,82882.5735332692,82953.9784664869,82884.6848465512,82955.8896556491,OK,OK,0,0,f,f,2.01149798260303,1.81094191876764,165,45,6,Not Studied,61,13,16,Not Studied,go,mouse trap,binder,f,f,0,0,83078.8270304012,83083.4896657912,83085.7313956924,83087.5425374344,Return,Return,5,1,1,,,0.1,0.1,binder,4.63605136120168,1,Return,1.79543238022598,1
1,215341603,68,82887.3965690179,82959.0616708055,82892.3096184675,82963.9747628156,OK,OK,1,8,NO RESPONSE,NO RESPONSE,NaN,NaN,7,119,6,Binocular,66,103,11,CFS,go,battery,rug,z,z,1,1,83089.6138042801,83091.8949678668,83094.2067273401,83095.2173771306,Return,Return,5,1,1,,,0.1,0.1,carpet,2.26482306139951,1,Return,0.927827007471933,1
1,215341603,69,82894.4309902204,82966.9266310869,82899.3440849472,82971.8397267192,OK,OK,2,5,NO RESPONSE,NO RESPONSE,NaN,NaN,123,62,6,Binocular,72,129,166,Binocular,go,helmet,knot,z,z,1,1,83096.8483888426,83100.7608436522,83102.822149222,83104.9334721631,Return,Return,3,1,1,,,0.1,0.1,rope,3.88577237846039,1,Return,2.08791495380865,1
