subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,name,list,tType,swap,trial_test,item_test,pair_test,tType_test,swap_test,name_test,mm_answer,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_cue,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,meanRoboRT_cue,response_noise,rt_noise,RoboRT_noise,meanRoboRT_noise
6,894452856,1,196962.997225987,197072.427729565,196967.705797657,197075.236232715,OK,OK,2,5,NO RESPONSE,Return,NaN,2.72544002367067,1,104,backpack,1,CFS,mismatch,4,37,112,NOT STUDIED,match,compass,q,0,1,197236.702619465,197247.32787053,197248.544886489,197255.153558977,OK,OK,5,1,0.5,0.5,,2@,1.32021378731153,2.49251416504296,2.34671662001737,2.34671662001737,shell,10.6039228588925,2,NaN,q,6.58542933812714,2,NaN
6,894452856,2,196975.681184102,197084.66167938,196980.389773883,197089.370264331,OK,OK,0,0,NO RESPONSE,NO RESPONSE,NaN,NaN,157,33,lighter,1,BINOCULAR,match,9,148,55,NOT STUDIED,match,box,q,1,1,197257.853669455,197261.195213847,197262.428600708,197267.837561163,OK,OK,1,2,1,1,,,0,0,NaN,NaN,jar,3.33232796742232,2,NaN,q,5.35724880694761,2,NaN
6,894452856,3,196986.556754676,197094.612178189,196991.265326346,197099.320788194,OK,OK,7,10,NO RESPONSE,NO RESPONSE,NaN,NaN,186,188,jacket,1,BINOCULAR,mismatch,11,64,107,NOT STUDIED,mismatch,wardrobe,p,1,1,197269.954303946,197273.03748087,197274.254229691,197284.363355258,OK,OK,7,3,1,1,,,0,0,NaN,NaN,clock,3.06324327096809,2,NaN,p,10.0190060641908,2,NaN
6,894452856,4,196995.357179985,197105.721103327,197000.065770068,197107.729494792,OK,SPACE,0,0,NO RESPONSE,space,NaN,1.94280522444751,37,112,compass,1,NOT STUDIED,match,7,150,156,BINOCULAR,mismatch,key,p,0,0,197286.554840638,197296.488664882,197297.705404949,197302.514289638,OK,OK,1,5,0,0,,,0,0,NaN,NaN,plate,9.90985061382526,2,NaN,q,4.71114042421686,2,NaN
6,894452856,5,197003.49928914,197112.213058689,197008.207826097,197116.721578742,OK,SPACE,6,5,NO RESPONSE,space,NaN,4.41055271984078,61,121,watering pot,1,CFS,match,8,171,173,CFS,match,paint brush,q,0,1,197305.572763056,197311.556111733,197312.789517612,197318.498405924,OK,OK,2,8,0.5,0.5,,,2.73322612774102,2.11483597644523,2.34671662001737,2.34671662001737,glass,5.9713322808675,2,NaN,q,5.60234598795068,2,NaN
6,894452856,6,197010.841302609,197120.296797358,197015.549896918,197125.005371141,OK,OK,5,1,NO RESPONSE,NO RESPONSE,NaN,NaN,82,91,straw,1,CFS,mismatch,6,82,91,CFS,mismatch,straw,p,0,1,197320.681855419,197328.548601372,197329.773667402,197335.882644157,OK,OK,3,9,0.5,0.5,,,2.35870918502007,3.01767659458666,2.34671662001737,2.34671662001737,chess piece,7.8536250826437,2,NaN,p,6.04959597208654,2,NaN
6,894452856,7,197019.200075765,197128.047205008,197023.908623588,197132.755770038,OK,OK,10,2,NO RESPONSE,NO RESPONSE,NaN,NaN,150,156,key,1,BINOCULAR,mismatch,1,1,104,CFS,mismatch,backpack,p,1,1,197338.874455838,197345.00777599,197346.241205715,197351.650112741,OK,OK,8,6,1,1,,,0,0,NaN,NaN,ball,6.12433947398677,2,NaN,q,5.36544074810809,2,NaN
6,894452856,8,197031.642348825,197135.497576134,197034.050794925,197138.206019216,OK,OK,10,2,Return,Return,2.34442797678639,2.68517789605539,171,173,paint brush,1,CFS,match,12,166,129,BINOCULAR,match,nail clippers,q,0,1,197353.950195751,197357.56677161,197358.800134928,197362.708970416,OK,OK,10,6,0.5,0.5,1!,1!,2.08920026736094,3.86635130658788,2.34671662001737,2.34671662001737,nail,3.6081451542268,2,NaN,q,3.87010495370487,2,NaN
6,894452856,9,197044.809673125,197146.006422187,197047.818158768,197147.514831763,SPACE,SPACE,0,0,space,space,2.98450446588686,1.46400242685922,148,55,box,1,NOT STUDIED,match,2,157,33,BINOCULAR,match,lighter,q,0,0,197365.142436966,197370.884081874,197372.100837034,197375.509639016,OK,OK,4,7,0,0,,,0,0,NaN,NaN,axe,5.71939816896338,2,NaN,q,3.36091388485511,2,NaN
6,894452856,10,197051.693377685,197150.456323633,197053.301771565,197151.765044417,SPACE,SPACE,0,0,space,space,1.51657827454619,1.20593560303678,92,94,sled,1,NOT STUDIED,mismatch,5,61,121,CFS,match,watering pot,q,0,0,197377.426376064,197383.859746324,197385.084797262,197388.893646333,OK,OK,8,10,0,0,,,0,0,NaN,NaN,stick,6.4189565606066,2,NaN,q,3.78444741599378,2,NaN
6,894452856,11,197056.918621204,197155.156895641,197059.127081491,197156.26528771,SPACE,SPACE,0,0,space,space,2.13917636868428,1.01722665104899,64,107,wardrobe,1,NOT STUDIED,mismatch,3,186,188,BINOCULAR,mismatch,jacket,p,0,0,197390.643742774,197395.518657124,197396.752066021,197400.060860155,OK,OK,4,8,0,0,,,0,0,NaN,NaN,lantern,4.86516727088019,2,NaN,p,3.24474884464871,2,NaN
6,894452856,12,197063.0356106,197160.765514702,197067.744104694,197165.474083957,OK,OK,3,10,NO RESPONSE,NO RESPONSE,NaN,NaN,166,129,nail clippers,1,BINOCULAR,match,10,92,94,NOT STUDIED,mismatch,sled,p,1,1,197402.086005874,197408.444304218,197409.669396811,197415.878347606,OK,OK,6,2,1,1,,,0,0,NaN,NaN,spoon,6.34238776413258,2,NaN,p,6.13483635135344,2,NaN
6,894452856,13,197429.103959081,197534.417670071,197432.212535581,197536.626099569,SPACE,SPACE,0,0,space,space,3.02759856198099,2.18993084586691,159,162,maskera,2,NOT STUDIED,mismatch,19,102,110,BINOCULAR,mismatch,rug,p,0,0,197643.939848591,197658.290249601,197659.515327403,197664.524259785,OK,OK,10,1,0,0,,,0,0,NaN,NaN,saddle,14.3350473453756,2,NaN,p,4.93542435756535,2,NaN
6,894452856,14,197441.179631681,197540.034615396,197443.088049407,197541.443040065,SPACE,SPACE,0,0,space,space,1.88754410803085,1.33281032572268,145,15,hinge,2,NOT STUDIED,match,18,116,136,NOT STUDIED,mismatch,plane,p,0,0,197666.807675474,197674.591074258,197675.816156588,197679.725002038,OK,OK,7,7,0,0,,,0,0,NaN,NaN,plate,7.77059908417868,2,NaN,p,3.85799920916907,2,NaN
6,894452856,15,197447.521609531,197544.526509181,197449.830059555,197546.334914833,OK,OK,9,8,Return,Return,2.2252441222081,1.79299976758193,58,74,keys,2,CFS,match,14,145,15,NOT STUDIED,match,hinge,q,0,1,197681.741762027,197687.941746028,197689.175181186,197693.584041728,OK,OK,1,1,0.5,0.5,2@,1!,3.12574516060623,2.27733946070912,2.34671662001737,2.34671662001737,cart,6.18801710894331,2,NaN,p,4.31446320284158,2,NaN
6,894452856,16,197456.922094003,197557.40215884,197461.13063911,197560.010619429,SPACE,SPACE,0,0,space,space,4.17637289495906,2.53250907815527,59,79,ethernet cable,2,NOT STUDIED,match,16,59,79,NOT STUDIED,match,ethernet cable,q,0,0,197696.184154318,197698.74230717,197699.967371389,197705.07630528,OK,OK,1,5,0,0,,,0,0,NaN,NaN,NO RESPONSE,2.54524267330999,2,NaN,q,5.00179541125544,2,NaN
