subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,name,list,tType,swap,trial_test,item_test,pair_test,tType_test,swap_test,name_test,roboBCFS_1,roboBCFS_2,mm_answer,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_cue,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,meanRoboRT_cue,response_noise,rt_noise,RoboRT_noise,meanRoboRT_noise
7,929149620,31,119156.099738966,119266.168993576,119159.308168965,119269.77741295,OK,OK,0,0,f,f,3.11572458373848,3.57530898183177,50,80,dresser,3,NOT STUDIED,mismatch,26,148,55,BINOCULAR,match,jar,f,f,p,0,0,119373.463151581,119376.362926044,119378.204652129,119381.713366343,OK,OK,5,8,0,0,,,0,0,NaN,NaN,jar ,2.89019878790714,2,NaN,p,3.42043140642636,2,NaN
7,929149620,32,119161.841562787,119272.485819405,119165.149972925,119273.294201773,OK,OK,4,0,j,j,3.28546250532963,0.706217185870628,122,32,lure,3,CFS,mismatch,29,151,97,NOT STUDIED,match,key,j,j,p,1,0,119383.446776888,119390.779928813,119392.663634651,119396.572054508,OK,OK,4,8,0.920044414629323,0.920044414629323,3#,3#,3.90017317859045,1.29599317341326,2.03797268078664,2.03797268078664,brass knuckles,7.32165290563717,2,NaN,p,3.81646180567623,2,NaN
7,929149620,33,119170.158419404,119277.319263213,119174.066876086,119281.827686148,OK,OK,7,1,NO RESPONSE,NO RESPONSE,NaN,NaN,145,15,router,3,BINOCULAR,mismatch,35,23,53,CFS,match,bucket,z,z,p,1,1,119398.072101294,119402.896947701,119405.080581881,119407.88900047,OK,OK,6,4,1,1,,,0,0,NaN,NaN,bucket,4.81555446490529,2,NaN,p,2.72683006044826,2,NaN
7,929149620,34,119180.508606758,119284.202771947,119184.217090787,119288.411191381,OK,OK,9,4,NO RESPONSE,NO RESPONSE,NaN,NaN,159,162,crowbar,3,BINOCULAR,mismatch,27,92,94,NOT STUDIED,match,sock,z,z,p,1,1,119409.247336686,119411.96378666,119414.280800838,119417.089242066,OK,OK,9,9,1,1,,,0,0,NaN,NaN,NO RESPONSE,2.70370796303905,2,NaN,p,2.70193282297987,2,NaN
7,929149620,35,119190.475561866,119290.769561404,119195.083996936,119296.278042595,OK,OK,8,4,j,j,4.51352257697727,5.42899560456863,23,53,bucket,3,CFS,match,30,76,113,NOT STUDIED,mismatch,thimble,j,j,q,1,0,119418.68926084,119428.664167103,119430.614541056,119434.222957412,OK,OK,1,7,0.920044414629323,0.920044414629323,2@,3#,2.70763449629438,1.43363887055161,2.03797268078664,2.03797268078664,thimble,9.96473505106405,2,NaN,q,3.55913712678012,2,NaN
7,929149620,36,119204.625899719,119300.303118524,119208.534347044,119304.611570315,OK,OK,7,3,NO RESPONSE,NO RESPONSE,NaN,NaN,10,12,bench,3,BINOCULAR,match,28,166,129,CFS,mismatch,nail,z,z,q,1,1,119435.656314349,119442.264506435,119444.364888327,119448.373291039,OK,OK,9,7,1,1,,,0,0,NaN,NaN,sandpaper ,6.58875066479959,2,NaN,p,3.91192033269908,2,NaN
7,929149620,37,119452.981766858,119537.533772334,119457.390185809,119541.142196537,OK,OK,2,10,NO RESPONSE,NO RESPONSE,NaN,NaN,134,149,drum,4,BINOCULAR,mismatch,46,31,47,BINOCULAR,mismatch,cell phone,z,z,q,1,1,119638.836201448,119644.719348272,119646.578063603,119649.18641627,OK,OK,0,3,1,1,,,0,0,NaN,NaN,cellphone,5.8678258654254,2,NaN,q,2.55774170550285,2,NaN
7,929149620,38,119460.581931422,119544.150584761,119462.990316567,119546.258970026,OK,OK,0,6,j,f,2.35791544646781,2.01584194038878,30,69,cane,4,CFS,match,41,128,143,CFS,mismatch,pfd,j,j,q,1,0,119650.80315233,119653.686198641,119655.861577409,119658.669989659,OK,OK,2,2,0.920044414629323,0.920044414629323,1!,,1.8925360128727,3.58751345352311,2.03797268078664,2.03797268078664,NO RESPONSE,2.86827802659536,2,NaN,q,2.71362321150082,2,NaN
7,929149620,39,119468.357125221,119548.834030591,119472.965557574,119553.442509126,OK,OK,0,0,NO RESPONSE,NO RESPONSE,NaN,NaN,120,132,piggy bank,4,BINOCULAR,match,39,120,132,BINOCULAR,match,piggy bank,z,z,p,1,1,119660.37836442,119673.286722701,119675.27872627,119680.387175828,OK,OK,5,7,1,1,,,0,0,NaN,NaN,batman piggybank,12.8998402645666,2,NaN,p,5.01507284383115,2,NaN
7,929149620,40,119476.240626107,119556.334224676,119479.849058159,119560.242619782,OK,OK,10,7,NO RESPONSE,NO RESPONSE,NaN,NaN,51,114,boot,4,BINOCULAR,match,44,117,135,NOT STUDIED,mismatch,plane,z,z,q,1,1,119682.236910417,119686.737033871,119688.387038489,119691.995758499,OK,OK,6,8,1,1,,,0,0,NaN,NaN,NO RESPONSE,4.48833526814997,2,NaN,q,3.51396809758444,2,NaN
7,929149620,41,119482.390773497,119562.809382978,119484.09918116,119565.117761724,OK,OK,4,5,j,j,1.64367315449636,2.25986167127849,128,143,pfd,4,CFS,mismatch,47,35,38,NOT STUDIED,match,clock,j,j,p,1,0,119693.637486576,119700.428993794,119702.362391782,119705.571127547,OK,OK,4,5,0.920044414629323,0.920044414629323,1!,3#,1.50291389506978,1.46653588876351,2.03797268078664,2.03797268078664,batman piggybank,6.77492364875798,2,NaN,p,3.11374962344416,2,NaN
7,929149620,42,119488.07423774,119568.84285528,119491.782654458,119574.951340757,OK,OK,0,0,f,f,3.62370048940647,6.09764719234954,127,138,can opener,4,NOT STUDIED,mismatch,45,170,172,CFS,mismatch,notebook,f,f,q,0,0,119707.937823916,119712.054287713,119713.796312864,119716.904707789,OK,OK,4,1,0,0,,,0,0,NaN,NaN, ,4.10583831224358,2,NaN,q,3.01510876316752,2,NaN
7,929149620,43,119494.482742113,119578.068091608,119496.891131484,119585.976604433,OK,OK,5,6,f,j,2.398807658843,7.8478302602598,25,85,calculator,4,CFS,match,48,29,86,NOT STUDIED,match,candlestick,j,j,p,1,0,119718.629756672,119721.979506655,119723.929871252,119726.438280906,OK,OK,9,0,0.920044414629323,0.920044414629323,,3#,2.86571865282851,1.64712205103869,2.03797268078664,2.03797268078664,NO RESPONSE,3.341199066228,2,NaN,p,2.41695115390758,2,NaN
7,929149620,44,119499.341177635,119590.026677207,119502.049593447,119597.835204761,OK,OK,0,0,f,f,2.69212050306669,7.7364006039279,117,135,plane,4,NOT STUDIED,mismatch,37,134,149,BINOCULAR,mismatch,drum,f,f,q,0,0,119728.14670849,119731.221400504,119732.938441185,119736.446845708,OK,OK,0,9,0,0,,,0,0,NaN,NaN,wood,3.06365843661479,2,NaN,q,3.439717679983,2,NaN
7,929149620,45,119504.774650179,119599.985250732,119507.183035022,119601.993652539,OK,OK,5,0,j,j,2.34633915468294,1.94560875442403,170,172,notebook,4,CFS,mismatch,42,127,138,NOT STUDIED,mismatch,can opener,j,j,q,1,0,119737.84686074,119745.071757192,119747.038765123,119750.547168741,OK,OK,6,6,0.920044414629323,0.920044414629323,3#,2@,2.20879756473124,2.67724324388331,2.03797268078664,2.03797268078664,sewing needle,7.20267535733001,2,NaN,q,3.44245207785571,2,NaN
7,929149620,46,119511.616503943,119606.685445844,119516.024925913,119611.193863044,OK,OK,2,1,NO RESPONSE,NO RESPONSE,NaN,NaN,31,47,cell phone,4,BINOCULAR,mismatch,40,51,114,BINOCULAR,match,boot,z,z,p,1,1,119752.205561884,119753.655277216,119755.213690523,119757.82239212,OK,OK,1,2,1,1,,,0,0,NaN,NaN,NO RESPONSE,1.43541128253855,2,NaN,q,2.59506673451688,2,NaN
7,929149620,47,119518.158295346,119613.727211892,119525.966824108,119622.03577929,OK,OK,0,0,f,j,7.72147113563551,8.28233359835576,35,38,clock,4,NOT STUDIED,match,43,25,85,CFS,match,calculator,f,f,p,0,0,119759.772431329,119763.930530176,119766.089249008,119768.197630953,OK,OK,5,7,0,0,,,0,0,NaN,NaN,calculator ,4.14787451048323,2,NaN,p,2.03084807687264,2,NaN
7,929149620,48,119528.316867181,119624.894179195,119534.025377168,119635.202736933,OK,OK,0,0,f,f,5.69036860491906,10.2185498968029,29,86,candlestick,4,NOT STUDIED,match,38,30,69,CFS,match,cane,f,f,p,0,0,119769.864348028,119771.2640422,119772.906061857,119777.614529586,OK,OK,7,4,0,0,,,0,0,NaN,NaN,NO RESPONSE,1.38346074135916,2,NaN,p,4.60544259575545,2,NaN
7,929149620,49,119782.18127437,119890.325597393,119789.489801019,119900.734150363,OK,OK,0,0,f,j,7.28947309640353,10.3698995284649,3,6,balloon,5,NOT STUDIED,mismatch,56,62,123,NOT STUDIED,mismatch,watering pot,f,f,q,0,0,119998.028193366,120002.486299034,120004.611618007,120006.720064244,OK,OK,3,7,0,0,,,0,0,NaN,NaN,teapot,4.44464738371607,2,NaN,q,2.0370527664345,2,NaN
7,929149620,50,119792.856585223,119904.575944664,119795.064978397,119910.584392652,OK,OK,10,8,j,j,2.18977970875858,5.91090493205411,130,160,mop,5,CFS,match,59,66,95,BINOCULAR,match,wallet,j,j,p,1,0,120008.103425679,120010.394814273,120012.044868091,120014.353587014,OK,OK,9,1,0.920044414629323,0.920044414629323,3#,3#,1.370719667889,3.5967698831156,2.03797268078664,2.03797268078664,NO RESPONSE,2.2809393844509,2,NaN,p,2.25131226347003,2,NaN
7,929149620,51,119799.440066913,119915.001193488,119803.048468176,119929.009869368,OK,OK,5,2,j,j,3.5417488434905,13.9084971285774,174,131,paint tray,5,CFS,mismatch,49,3,6,NOT STUDIED,mismatch,balloon,j,j,q,1,0,120016.161991417,120020.686732299,120022.56179214,120025.770521567,OK,OK,7,2,0.920044414629323,0.920044414629323,1!,3#,2.98548415237715,1.86580726509994,2.03797268078664,2.03797268078664, lightbulb,4.50167704102932,2,NaN,p,3.18967828944733,2,NaN
7,929149620,52,119810.46531459,119934.001624218,119814.17375787,119938.210072026,OK,OK,9,4,NO RESPONSE,NO RESPONSE,NaN,NaN,68,73,vase,5,BINOCULAR,match,60,61,121,BINOCULAR,mismatch,glass,z,z,q,1,1,120027.720565002,120030.295290521,120031.803977569,120034.81239477,OK,OK,6,3,1,1,,,0,0,NaN,NaN,NO RESPONSE,2.56654315242486,2,NaN,q,2.96286181194591,2,NaN
7,929149620,53,119816.340457739,119940.268450017,119826.049067636,119943.676869572,OK,OK,0,0,f,f,9.61592712055426,3.38431948536891,22,83,broom,5,NOT STUDIED,match,57,150,156,CFS,match,eletric kettle,f,f,p,0,0,120036.187433783,120040.978881538,120042.854240203,120045.962648107,OK,OK,3,8,0,0,,,0,0,NaN,NaN,teapot,4.77895657623594,2,NaN,p,3.05588567144878,2,NaN
7,929149620,54,119829.09913528,119946.91029219,119833.707550427,119951.018698283,OK,OK,0,5,NO RESPONSE,NO RESPONSE,NaN,NaN,56,99,clothes pin,5,BINOCULAR,mismatch,52,68,73,BINOCULAR,match,vase,z,z,p,1,1,120047.421024528,120049.99576363,120051.912802017,120055.221222719,OK,OK,6,8,1,1,,,0,0,NaN,NaN,vase,2.56080843276868,2,NaN,p,3.27673470816808,2,NaN
7,929149620,55,119836.140982222,119955.152178795,119846.649534648,119957.460518301,OK,OK,4,10,j,j,10.4300408876879,2.28372268092062,175,67,pants,5,CFS,mismatch,53,22,83,NOT STUDIED,match,broom,j,j,p,1,0,120056.929595367,120062.429394943,120064.237774594,120066.54649231,OK,OK,1,2,0.920044414629323,0.920044414629323,3#,1!,3.34104966922497,0.96551368050108,2.03797268078664,2.03797268078664,NO RESPONSE,5.48344329482643,2,NaN,p,2.25504183849262,2,NaN
7,929149620,56,119850.982997171,119962.710669977,119854.691409662,119967.119093758,OK,OK,0,0,f,f,3.62754627407412,4.35657797908061,62,123,watering pot,5,NOT STUDIED,mismatch,58,36,46,NOT STUDIED,match,table,f,f,p,0,0,120068.013194473,120070.271251424,120072.088277676,120074.796714617,OK,OK,10,2,0,0,,,0,0,NaN,NaN,NO RESPONSE,2.24732129220502,2,NaN,p,2.65201247940422,2,NaN
7,929149620,57,119857.724812842,119969.594156677,119859.133178971,119971.302546229,OK,OK,10,1,j,j,1.30140918532561,1.67283272028726,150,156,eletric kettle,5,CFS,match,55,175,67,CFS,mismatch,pants,j,j,q,1,0,120076.096715402,120078.846466533,120080.455108365,120083.163562813,OK,OK,0,3,0.920044414629323,0.920044414629323,3#,2@,1.89342730042227,1.38335119747252,2.03797268078664,2.03797268078664,NO RESPONSE,2.73919627597206,2,NaN,q,2.6927115121216,2,NaN
7,929149620,58,119862.558267818,119975.394294499,119873.566885443,119982.102805693,OK,OK,0,0,j,f,10.9070289630763,6.66398750610824,36,46,table,5,NOT STUDIED,match,50,130,160,CFS,match,mop,f,f,p,0,0,120084.630256525,120086.071632833,120088.355365173,120092.663793119,OK,OK,9,3,0,0,,,0,0,NaN,NaN,NO RESPONSE,1.42923647545103,2,NaN,p,4.25577109176083,2,NaN
7,929149620,59,119876.791927082,119984.944519704,119880.900370603,119988.952922416,OK,OK,5,6,NO RESPONSE,NO RESPONSE,NaN,NaN,66,95,wallet,5,BINOCULAR,match,51,174,131,CFS,mismatch,paint tray,z,z,q,1,1,120094.830496912,120097.19693611,120099.405619959,120102.013988925,OK,OK,7,6,1,1,,,0,0,NaN,NaN,pants,2.35626526949636,2,NaN,q,2.55687903754006,2,NaN
