subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,name,list,tType_study,trial_test,item_test,pair_test,tType_test,name_test,roboBCFS_1,roboBCFS_2,gonogo_answer,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
3,1147319495,1,119661.954254719,119715.025237933,119662.062598139,119715.133584371,Return,OK,0,0,f,f,0.104445336575736,0.104068930333597,124,100,magnifying glass,1,Not Studied,9,62,123,CFS,watering pot,f,f,go,0,0,119768.537937644,119768.554611203,119769.91305046,119771.929887923,Return,EMPTY,0,0,0,,,0,0,NaN,NaN,awtering po,0.0056977098720381,2,Return,2.00534424418584,2
3,1147319495,2,119663.571048715,119716.642056681,119663.679398474,119716.750401611,Return,OK,0,0,f,f,0.104130809457274,0.104252152945264,29,86,candlestick,1,Not Studied,7,28,137,Not Studied,candle,f,f,go,0,0,119773.213315484,119773.229990854,119774.888458183,119776.905294741,Return,EMPTY,3,0,0,,,0,0,NaN,NaN,candle,0.00540008633106481,2,Return,2.00529836307396,2
3,1147319495,3,119665.187849353,119718.250513899,119665.296192471,119718.358845245,Return,OK,0,0,f,f,0.104192990460433,0.104007051195367,122,32,lure,1,Not Studied,6,2,187,CFS,backpack,f,f,go,0,0,119778.188696342,119778.205397068,119779.863868623,119781.880721179,Return,EMPTY,3,0,0,,,0,0,NaN,NaN,backp,0.00551810945034958,2,Return,2.00532975541137,2
3,1147319495,4,119667.104672327,119720.350671162,119669.313239418,119724.567695772,Return,OK,3,5,j,j,2.2044480532204,4.2045217044797,50,80,dresser,1,CFS,5,90,57,Not Studied,speakers,j,j,go,1,0,119783.17246771,119783.189135533,119785.347644216,119787.364488622,Return,EMPTY,8,0.301778370293254,0.362849354427903,2@,2@,2.1111829024233,4.10568780006737,2.64874473913757,2.53316840685213,speakr,0.00539344565186184,2,Return,2.00530228709977,2
3,1147319495,5,119670.954980968,119726.201146726,119671.063333746,119726.309494674,Return,OK,0,0,f,f,0.104123866927694,0.104008862297633,2,187,backpack,1,Not Studied,3,50,80,CFS,dresser,f,f,go,0,0,119788.647910145,119788.664587025,119790.223044091,119792.239879139,Return,EMPTY,2,0,0,,,0,0,NaN,NaN,dres,0.00550663917965721,2,Return,2.00531768142537,2
3,1147319495,6,119672.863474106,119727.809612093,119677.272124205,119732.518332825,OK,OK,3,0,NO RESPONSE,NO RESPONSE,NaN,NaN,28,137,candle,1,Binocular,2,122,32,CFS,lure,z,z,nogo,1,1,119793.514687691,119793.531639556,119795.223453097,119799.632155114,Return,EMPTY,3,1,1,,,0,0,NaN,NaN,lure,0.0054924522555666,2,NO RESPONSE,NaN,2
3,1147319495,7,119678.747297995,119734.885187041,119683.355991258,119738.593852534,Return,OK,1,10,NO RESPONSE,NO RESPONSE,NaN,NaN,19,189,necklace,1,Binocular,8,29,86,Binocular,candlestick,z,z,go,1,1,119800.907251631,119800.92392036,119802.982422704,119804.999252923,Return,EMPTY,7,1,1,,,0,0,NaN,NaN,candlestik,0.00559689216606785,2,Return,2.00527783730649,2
3,1147319495,8,119685.231144824,119740.460646079,119689.439837484,119744.669342964,Return,OK,5,5,NO RESPONSE,NO RESPONSE,NaN,NaN,62,123,watering pot,1,Binocular,1,19,189,Not Studied,necklace,z,z,go,1,1,119806.274051212,119806.291028733,119808.549544056,119810.566373068,Return,EMPTY,9,1,1,,,0,0,NaN,NaN,neckla,0.00550452622701414,2,Return,2.00530530560354,2
3,1147319495,9,119691.406643404,119746.144441895,119696.015356892,119748.853002949,OK,OK,6,1,j,j,4.60448759549763,2.70440247395891,74,58,wheel,1,CFS,10,124,100,Binocular,magnifying glass,j,j,nogo,1,0,119811.841478036,119811.858150387,119813.949997132,119817.95865025,Return,EMPTY,7,0.271924976916393,0.39947116812644,2@,2@,4.51038099158519,2.6312697567402,2.71695321900357,2.47535714317264,magnify ls,0.00566239347972441,2,NO RESPONSE,NaN,2
3,1147319495,10,119698.34887546,119750.878155157,119702.057521031,119753.586708966,OK,OK,7,4,j,j,3.70447642706858,2.70435085770441,145,15,router,1,CFS,11,74,58,Not Studied,wheel,j,j,nogo,1,0,119819.258444389,119819.275422816,119821.175577363,119825.384261571,Return,EMPTY,5,0.299369936437713,0.365350029294767,2@,2@,3.6968814527599,2.65250093675067,2.65391620412719,2.52898349908893,whel,0.00557334789482411,2,NO RESPONSE,NaN,2
