subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,list,tType_study,trial_test,item_test,pair_test,tType_test,gonogo_answer,name,name_test,roboBCFS_1,roboBCFS_2,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
55,282885018,1,756502.211674624,756634.494959294,756507.825213882,756636.20606569,OK,OK,4,8,f,j,5.5343637005426,1.63678424735554,143,128,1,CFS,6,50,80,Not Studied,go,high heel,dresser,j,j,1,0,756785.039707763,756789.152342836,756792.674542074,756793.785241096,Return,Return,5,1,0.920044414629323,,2@,1.75644772094286,1.85636228102731,2,2.03797268078664,drawers,4.09237747022416,1,Return,1.0412483937107,1
55,282885018,2,756511.28738346,756641.61944038,756515.199864229,756645.531911188,OK,OK,2,8,NO RESPONSE,NO RESPONSE,NaN,NaN,172,170,1,Binocular,3,56,99,Binocular,go,paint brush,clothes pin,z,z,1,1,756796.406870174,756799.278704132,756802.330603222,756804.341893231,Return,Return,8,1,1,,,0,0,NaN,NaN,NO RESPONSE,2.85266391152982,1,Return,1.99272999807727,1
55,282885018,3,756517.931587124,756647.313011538,756521.844046462,756651.225484156,OK,OK,7,1,NO RESPONSE,NO RESPONSE,NaN,NaN,50,80,1,Binocular,1,172,170,Not Studied,nogo,dresser,paint brush,z,z,1,1,756807.003544899,756810.83594819,756813.897880093,756817.81032464,Return,OK,2,1,1,,,0,0,NaN,NaN,paintbrush,3.81538722978439,1,NO RESPONSE,NaN,1
55,282885018,4,756524.845936028,756653.116677719,756527.957900094,756657.029156677,OK,OK,8,1,j,j,3.00311718124431,3.84601662156638,32,122,1,CFS,4,32,122,CFS,nogo,chain,chain,j,j,1,0,756819.95170799,756823.003620965,756825.395140373,756829.307593975,Return,OK,0,1,0.846481724890614,2@,2@,0.953194013514063,2.78746412727412,2,2.07690664456404,chains,3.03461619606242,1,NO RESPONSE,NaN,1
55,282885018,5,756533.571387132,756661.902223682,756544.98860857,756671.818458832,OK,OK,0,0,f,f,11.4047904437175,9.87575344962534,141,155,1,Not Studied,7,153,8,Binocular,go,purse,knife,f,f,0,0,756831.26882858,756835.34138824,756837.872991845,756840.884892794,Return,Return,4,0,0,,,0,0,NaN,NaN,NO RESPONSE,4.06090924376622,1,Return,2.92055640183389,1
55,282885018,6,756548.320795393,756675.250610864,756552.233154106,756679.163077748,OK,OK,7,10,NO RESPONSE,NO RESPONSE,NaN,NaN,56,99,1,Binocular,2,143,128,CFS,go,clothes pin,high heel,z,z,1,1,756842.94619112,756847.118803029,756849.550332349,756851.761731688,Return,Return,3,1,1,,,0,0,NaN,NaN,shoes,4.15092958521564,1,Return,2.1066557719605,1
55,282885018,7,756555.545266138,756681.024258594,756561.759168096,756687.138109812,OK,OK,2,1,j,j,6.18218410364352,6.04894249164499,184,181,1,CFS,8,141,155,Not Studied,go,mailbox,purse,j,j,1,0,756854.29333469,756858.315840454,756860.167031047,756861.677994005,Return,Return,1,1,1,2@,3#,1.31750129523002,2.33282250296864,2,2,NO RESPONSE,4.01124080829322,1,Return,1.40136356675066,1
55,282885018,8,756567.933073422,756693.10184432,756581.15141224,756705.519669151,OK,OK,0,0,f,f,13.1934083102969,12.3783872217173,153,8,1,Not Studied,5,184,181,CFS,go,knife,mailbox,f,f,0,0,756863.589157812,756866.480988274,756869.32279412,756870.433495254,Return,Return,10,0,0,,,0,0,NaN,NaN, ,2.86703246587422,1,Return,1.03725675982423,1
55,282885018,9,756584.773654974,756708.881765048,756586.985054917,756712.594133167,OK,OK,9,3,j,j,2.13655348483007,3.67818537622225,8,153,1,CFS,9,8,153,Binocular,nogo,bed,bed,j,j,1,0,756872.324684894,756879.178967916,756881.810656673,756885.723108464,Return,OK,9,1,1,2@,3#,2.53576095233282,2.86860303348024,2,2,mailbox,6.84280284913257,1,NO RESPONSE,NaN,1
55,282885018,10,756595.950705554,756717.197014183,756608.568649072,756728.51414564,OK,OK,0,0,f,f,12.5824121193727,11.2501067785779,61,121,1,Not Studied,12,85,25,Binocular,go,glass,foot stool,f,f,0,0,756887.56422821,756890.816320543,756893.01769884,756895.229095462,Return,Return,0,0,0,,,0,0,NaN,NaN,screws,3.23470650892705,1,Return,2.14909948268905,1
55,282885018,11,756611.620560235,756731.475697487,756615.533018365,756735.388471048,OK,OK,4,3,NO RESPONSE,NO RESPONSE,NaN,NaN,53,23,1,Binocular,11,53,23,CFS,go,floss,floss,z,z,1,1,756897.160316445,756900.032120217,756901.703175649,756905.615659134,Return,OK,2,1,1,,,0,0,NaN,NaN,NO RESPONSE,2.84615486778785,1,NO RESPONSE,NaN,1
55,282885018,12,756617.634318453,756737.139601845,756630.852688361,756747.055812847,OK,OK,0,0,f,f,13.1136646756204,9.86660836974625,85,25,1,Not Studied,10,61,121,Not Studied,go,foot stool,glass,f,f,0,0,756908.197303957,756914.431208456,756917.162907506,756919.374303222,Return,Return,10,0,0,,,0,0,NaN,NaN,NO RESPONSE,6.21649241505656,1,Return,2.14673722255975,1
55,282885018,13,756927.21924587,757045.893942792,756935.634532162,757054.909621365,OK,OK,0,0,f,f,8.40145925246179,8.93688455142546,69,30,2,Not Studied,13,69,30,Not Studied,go,umbrella,umbrella,f,f,0,0,757152.691144603,757157.003849766,757162.597392217,757163.608025708,Return,Return,8,0,0,,,0,0,NaN,NaN,umbrella,4.30254889256321,1,Return,0.924048477900214,1
55,282885018,14,756939.356875743,757057.951524769,756943.269333873,757061.863998595,OK,OK,7,8,NO RESPONSE,NO RESPONSE,NaN,NaN,161,163,2,Binocular,21,81,96,Binocular,go,pen,stroller,z,z,1,1,757165.579284675,757168.751248518,757171.342912571,757172.5536732,Return,Return,7,1,1,,,0,0,NaN,NaN,stroller,3.14981788012665,1,Return,1.13805698824581,1
55,282885018,15,756945.330657252,757063.645119168,756955.346936804,757069.658890667,OK,OK,0,0,f,f,9.99317220505327,5.98500330070965,16,13,2,Not Studied,17,45,165,Not Studied,nogo,book,cutting board,f,f,0,0,757174.084638699,757177.676893468,757180.468654776,757184.381102644,Return,OK,10,0,0,,,0,0,NaN,NaN,plate,3.57203157688491,1,NO RESPONSE,NaN,1
55,282885018,16,756958.238792018,757072.780859777,756961.951106106,757076.493202843,OK,OK,3,6,j,f,3.67673590348568,3.63286113284994,45,165,2,CFS,15,177,179,CFS,nogo,cutting board,paper towel,j,j,1,0,757186.40236057,757188.99400289,757191.075274478,757194.987811692,Return,OK,1,1,1,1!,,2.33929695653992,3.92330392070762,2,2,NO RESPONSE,2.56573895784095,1,NO RESPONSE,NaN,1
55,282885018,17,756968.585277258,757079.405024376,756975.599670865,757084.418193085,OK,OK,6,3,j,j,6.96153554751072,4.96841133630369,155,141,2,CFS,22,16,13,Binocular,go,lamp,book,j,j,1,0,757196.768897854,757199.170407817,757202.552553647,757203.763301598,Return,Return,8,1,1,1!,2@,2.81582811967882,2.09380262493959,2,2,book,2.37467057094909,1,Return,1.16689642309211,1
55,282885018,18,756979.832358919,757089.491373645,756987.447164729,757092.903521325,OK,OK,1,10,j,j,7.50584090396296,3.35360371437855,177,179,2,CFS,16,25,85,CFS,go,paper towel,calculator,j,j,1,0,757205.534162066,757210.357423597,757212.949099724,757214.66017352,Return,Return,8,1,1,3#,3#,2.20256384254369,2.53593286609043,2,2,calculator,4.80087590159383,1,Return,1.62580755574163,1
55,282885018,19,756994.001270477,757097.336312369,756997.913744001,757101.248799778,OK,OK,7,7,NO RESPONSE,NO RESPONSE,NaN,NaN,81,96,2,Binocular,14,4,34,Not Studied,go,stroller,bandana,z,z,1,1,757216.381251153,757218.802750074,757220.924104018,757222.334981522,Return,Return,4,1,1,,,0,0,NaN,NaN,NO RESPONSE,2.40935619198717,1,Return,1.37839295680169,1
55,282885018,20,757001.015694873,757103.079926856,757004.227705152,757110.594688265,OK,OK,8,0,j,f,3.10567114478908,7.46016017859802,25,85,2,CFS,18,110,102,CFS,go,calculator,lazy chair,j,j,1,0,757223.875968969,757224.946660493,757227.358157087,757228.268739837,Return,Return,8,1,1,2@,,1.61959153052636,3.47343138973026,2,2,NO RESPONSE,1.0503759663552,1,Return,0.848068280378357,1
55,282885018,21,757008.510415406,757113.246327947,757012.422866593,757117.158803886,OK,OK,4,3,NO RESPONSE,NO RESPONSE,NaN,NaN,147,146,2,Binocular,23,161,163,Binocular,nogo,hole punch,pen,z,z,1,1,757229.719666193,757235.793472785,757238.044897129,757241.9573456,Return,OK,2,1,1,,,0,0,NaN,NaN,pen,6.06208463874646,1,NO RESPONSE,NaN,1
55,282885018,22,757014.824387121,757119.140051296,757023.1396109,757128.856190398,OK,OK,0,0,f,f,8.30396968964487,9.6311004551826,107,64,2,Not Studied,24,155,141,Binocular,go,ring,lamp,f,f,0,0,757243.928602756,757248.12122264,757250.042432542,757252.15380559,Return,Return,1,0,0,,,0,0,NaN,NaN,lamp,4.16452752240002,1,Return,2.07459984801244,1
55,282885018,23,757026.181534527,757131.917789968,757030.093986017,757135.830528212,OK,OK,4,6,NO RESPONSE,NO RESPONSE,NaN,NaN,110,102,2,Binocular,20,147,146,CFS,go,lazy chair,hole punch,z,z,1,1,757253.954891276,757259.028135828,757261.93993925,757263.250774466,Return,Return,8,1,1,,,0,0,NaN,NaN,hole puncher,5.0577021118952,1,Return,1.22455929487478,1
