subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,name,list,tType_study,trial_test,item_test,pair_test,tType_test,name_test,roboBCFS_1,roboBCFS_2,gonogo_answer,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
42,22995049,1,10102093.1097666,10102271.7022946,10102102.8258397,10102287.0219378,OK,OK,11,3,f,j,9.68533580191433,15.2922063600272,61,121,glass,1,CFS,8,56,99,CFS,clothes pin,j,j,go,0,1,10102553.4497922,10102570.3301276,10102574.6231577,10102577.3348748,Return,OK,12,1,1,,3#,3.01791744570467,1.359225850468,2,2,bed,16.8673161044717,2,NO RESPONSE,NaN,2
42,22995049,2,10102106.0078798,10102291.4947839,10102125.4301237,10102312.7181597,OK,OK,0,0,f,f,19.3781978972256,21.1544465776533,53,23,floss,1,Not Studied,3,184,181,Not Studied,mailbox,f,f,go,0,0,10102582.6178889,10102589.6723128,10102594.2855587,10102595.8965725,Return,Return,9,0,0,,,0,0,NaN,NaN,mailbox,7.04231253452599,2,Return,1.55045052431524,2
42,22995049,3,10102128.7021805,10102319.6625173,10102140.5196387,10102342.2867716,OK,OK,4,10,j,j,11.7951845489442,22.5614085327834,153,8,knife,1,CFS,6,53,23,CFS,floss,j,j,go,0,1,10102598.2880885,10102617.089605,10102619.9617319,10102622.4733264,Return,Return,4,1,1,3#,3#,3.2859859591745,2.72107647326802,2,2,purse,18.7868281714618,2,Return,2.48906296864152,2
42,22995049,4,10102147.3539302,10102348.840898,10102151.1663424,10102351.7527386,OK,OK,1,10,NO RESPONSE,NO RESPONSE,NaN,NaN,143,128,high heel,1,Binocular,4,143,128,Binocular,high heel,z,z,go,1,1,10102626.285412,10102637.3423814,10102640.5947519,10102641.6053906,Return,Return,6,1,1,,,0,0,NaN,NaN,shoe,11.0445093885064,2,Return,0.999012652784586,2
42,22995049,5,10102153.8780504,10102354.0741817,10102172.7999752,10102372.9961409,OK,OK,0,0,f,f,18.8817188106477,18.9082123655826,50,80,dresser,1,Not Studied,11,85,25,Not Studied,foot stool,f,f,go,0,0,10102644.7473542,10102650.1004238,10102653.0826117,10102654.2933787,Return,Return,0,0,0,,,0,0,NaN,NaN,screw,5.33402235433459,2,Return,1.11867449805141,2
42,22995049,6,10102176.3922459,10102377.0586736,10102180.0045057,10102380.3707459,OK,OK,3,6,NO RESPONSE,NO RESPONSE,NaN,NaN,184,181,mailbox,1,Binocular,2,153,8,Binocular,knife,z,z,go,1,1,10102656.824971,10102661.4976029,10102664.6599165,10102666.5711172,Return,Return,9,1,1,,,0,0,NaN,NaN,knife,4.65589620545506,2,Return,1.86080190911889,2
42,22995049,7,10102183.9469972,10102384.6034322,10102197.0652388,10102395.6203158,OK,OK,11,9,j,j,13.0757217425853,10.9619396068156,141,155,purse,1,CFS,12,172,170,CFS,paint brush,j,j,go,0,1,10102668.4823257,10102679.3788743,10102681.8707759,10102684.1822348,Return,Return,2,1,1,3#,3#,1.7009874424649,3.50456203372078,2,2,purse,10.8857131730765,2,Return,2.21702401898801,2
42,22995049,8,10102202.548711,10102400.7833195,10102210.4637122,10102409.4991076,OK,OK,1,10,j,j,7.83339043334126,8.62144924141467,85,25,foot stool,1,CFS,5,61,121,Binocular,glass,j,j,nogo,0,1,10102686.7838498,10102699.5916184,10102702.7439276,10102705.6557709,Return,OK,10,1,1,2@,2@,1.331934877804,3.86126170791022,2,2,glass cup,12.7912128251046,2,NO RESPONSE,NaN,2
42,22995049,9,10102222.3211965,10102416.5235299,10102226.0335049,10102420.1358222,OK,OK,2,3,NO RESPONSE,NO RESPONSE,NaN,NaN,8,153,bed,1,Binocular,9,8,153,Not Studied,bed,z,z,go,1,1,10102708.517565,10102712.7699271,10102716.0723398,10102717.583298,Return,Return,9,1,1,,,0,0,NaN,NaN,bed,4.23286956362426,2,Return,1.46190595068038,2
42,22995049,10,10102228.2949176,10102423.968222,10102243.7146592,10102443.6906625,OK,OK,0,0,f,f,15.3335955403745,19.626960394904,172,170,paint brush,1,Not Studied,7,32,122,Not Studied,chain,f,f,nogo,0,0,10102719.9547804,10102722.9863791,10102726.3688204,10102729.0805429,Return,OK,12,0,0,,,0,0,NaN,NaN,chain,3.01917885802686,2,NO RESPONSE,NaN,2
42,22995049,11,10102246.8666436,10102447.5230644,10102250.4789236,10102450.7351034,OK,OK,3,7,NO RESPONSE,NO RESPONSE,NaN,NaN,32,122,chain,1,Binocular,10,50,80,Binocular,dresser,z,z,go,1,1,10102731.2218916,10102753.8658404,10102757.0982064,10102759.0093929,Return,Return,7,1,1,,,0,0,NaN,NaN,wooden post ,22.6306538134813,2,Return,1.81018250063062,2
42,22995049,12,10102252.5101969,10102452.9064604,10102268.8304903,10102472.0285018,OK,OK,0,0,f,f,16.2611168585718,19.0473799686879,56,99,clothes pin,1,Not Studied,1,141,155,CFS,purse,f,f,nogo,0,0,10102761.9212402,10102775.0291803,10102778.1614911,10102781.1733474,Return,OK,9,0,0,,,0,0,NaN,NaN,thread,13.0902617909014,2,NO RESPONSE,NaN,2
